stock_code,parent_stock_type,parent_stock_code,stock_available
PL23040-BLK-S/M,"Bra Set",PL23040,4,"PL\23040-BLK","PL\23040-BLK-B.jpg"
PL23041-BLK-M/L,"Bra Set",PL23041,4,"PL\23041-BLK","PL\23041-BLK-B.jpg"
PL23041-BLK-S/M,"Bra Set",PL23041,8,"PL\23041-BLK","PL\23041-BLK-B.jpg"
PL23045,"Bra Set",PL23045,0,"PL\23045-BLK","PL\23045-BLK-B.jpg"
PL23048-BLK-M/L,"Bra Set",PL23048,12,"PL\23048-BLK","PL\23048-BLK-B.jpg"
PL23048-BLK-S/M,"Bra Set",PL23048,10,"PL\23048-BLK","PL\23048-BLK-B.jpg"
PL23049-BLK-M/L,"Bra Set",PL23049,3,"PL\23049-BLK","PL\23049-BLK-B.jpg"
PL23049-BLK-S/M,"Bra Set",PL23049,4,"PL\23049-BLK","PL\23049-BLK-B.jpg"
PL23051-BLK-M/L,"Bra Set",PL23051,7,"PL\23051-BLK","PL\23051-BLK-B.jpg"
PL23052-BLK-M/L,"Bra Set",PL23052,5,"PL\23052-BLK","PL\23052-BLK-B.jpg"
PL23052-BLK-S/M,"Bra Set",PL23052,6,"PL\23052-BLK","PL\23052-BLK-B.jpg"
PL23057-BLK-M/L,Set,PL23057,6,"PL\23057-BLK-003-Pink-Lipstick-Lingerie-Nettin-Around-2-Piece-High-Neck-Bra-and-Garter-Mini-Skirt-Set","PL\23057-BLK.jpg","PL\23057-BLK-B.jpg"
PL23057-BLK-S/M,Set,PL23057,8,"PL\23057-BLK-003-Pink-Lipstick-Lingerie-Nettin-Around-2-Piece-High-Neck-Bra-and-Garter-Mini-Skirt-Set","PL\23057-BLK.jpg","PL\23057-BLK-B.jpg"
PL23058-BLK-M/L,"Bra Set",PL23058,1,"PL\23058-BLK-01","PL\23058-BLK-02.jpg","PL\23058-BLK-03.jpg","PL\23058-BLK-04.jpg","PL\23058-BLK-06.jpg"
PL23058-BLK-S/M,"Bra Set",PL23058,5,"PL\23058-BLK-01","PL\23058-BLK-02.jpg","PL\23058-BLK-03.jpg","PL\23058-BLK-04.jpg","PL\23058-BLK-06.jpg"
PL23059X-BLK-1X/2X,"Bra Set",PL23059X,46,"PL\23059X-BLK-7552","PL\23059X-BLK-7579.jpg","PL\23059X-BLK-7599.jpg"
