stock_code,parent_stock_type,parent_stock_code,stock_available
FV45318-RED/WHT-M,"Bedroom Costume",FV45318,0,"Fever\45318.jpg"
FV45318-RED/WHT-L,"Bedroom Costume",FV45318,0,"Fever\45318.jpg"
FV45319-RED/BLK-S,"Bedroom Costume",FV45319,0,"Fever\45319.jpg"
FV45319-RED/BLK-M,"Bedroom Costume",FV45319,0,"Fever\45319.jpg"
FV45319-RED/BLK-L,"Bedroom Costume",FV45319,0,"Fever\45319.jpg"
FV45326-BLK-L,"Bedroom Costume",FV45326,0,"Fever\45326.jpg"
FV45326-BLK-M,"Bedroom Costume",FV45326,0,"Fever\45326.jpg"
FV45326-BLK-S,"Bedroom Costume",FV45326,0,"Fever\45326.jpg"
FV45331-GRN-L,"Bedroom Costume",FV45331,0,"Fever\45331.jpg"
FV45367-WHT-L,"Fancy Dress",FV45367,0,"Fever\45367.jpg"
FV45367-WHT-S,"Fancy Dress",FV45367,0,"Fever\45367.jpg"
FV45367-WHT-M,"Fancy Dress",FV45367,0,"Fever\45367.jpg"
FV45375,Hold-Ups,FV45375,0,"Fever\45375.jpg"
FV45395-RED/BLK-L,"Fancy Dress",FV45395,0,"Fever\45395.jpg"
FV45395-RED/BLK-M,"Fancy Dress",FV45395,0,"Fever\45395.jpg"
FV45397-ORG-L,"Fancy Dress",FV45397,0,"Fever\45397.jpg"
FV45397-ORG-M,"Fancy Dress",FV45397,0,"Fever\45397.jpg"
FV45397-ORG-S,"Fancy Dress",FV45397,0,"Fever\45397.jpg"
FV45878,Tights,FV45878,0,"Fever\45878.jpg"
FV46988,Hats,FV46988,0,"Fever\46988.jpg"
FV47015-MULT-M,"Fancy Dress",FV47015,0,"Fever\47015_BBG_A1.jpg"
FV47015-MULT-S,"Fancy Dress",FV47015,0,"Fever\47015_BBG_A1.jpg"
FV47060,Eyelash,FV47060,0,"Fever\47060.jpg"
FV47330,Tights,FV47330,0,"Fever\47330.jpg"
FV47528,Hold-Ups,FV47528,3,"Fever\47528_A1.jpg"
FV47560-MUL-L,"Fancy Dress",FV47560,0,"Fever\47560.jpg"
FV47560-MUL-M,"Fancy Dress",FV47560,0,"Fever\47560.jpg"
FV47560-MUL-S,"Fancy Dress",FV47560,0,"Fever\47560.jpg"
FV47560-MUL-XS,"Fancy Dress",FV47560,0,"Fever\47560.jpg"
FV47572-BLK-M,"Fancy Dress",FV47572,0,"Fever\47572.jpg"
FV47572-BLK-XS,"Fancy Dress",FV47572,0,"Fever\47572.jpg"
FV47572-BLK-S,"Fancy Dress",FV47572,0,"Fever\47572.jpg"
FV47575-BLK-L,"Fancy Dress",FV47575,0,"Fever\47575.jpg"
FV47575-BLK-M,"Fancy Dress",FV47575,0,"Fever\47575.jpg"
FV47575-BLK-S,"Fancy Dress",FV47575,0,"Fever\47575.jpg"
FV47575-BLK-X1,"Fancy Dress",FV47575,0,"Fever\47575.jpg"
FV47575-BLK-XS,"Fancy Dress",FV47575,0,"Fever\47575.jpg"
FV48081,Eyelash,FV48081,0,"Fever\48081.jpg"
FV48082,Eyelash,FV48082,0,"Fever\48082.jpg"
FV48083,Eyelash,FV48083,0,"Fever\48083.jpg"
FV48084,Eyelash,FV48084,0,"Fever\48084.jpg"
FV48091,Eyelash,FV48091,0,"Fever\48091.jpg"
FV48092,Eyelash,FV48092,0,"Fever\48092.jpg"
FV48093,Eyelash,FV48093,0,"Fever\48093.jpg"
FV48094,Eyelash,FV48094,0,"Fever\48094.jpg"
FV48095,Eyelash,FV48095,0,"Fever\48095.jpg"
FV48153-BLU-M,"Fancy Dress",FV48153,0,"Fever\48153_BBG.jpg","Fever\48153.jpg"
FV48153-BLU-S,"Fancy Dress",FV48153,0,"Fever\48153.jpg"
FV48153-BLU-XS,"Fancy Dress",FV48153,0,"Fever\48153.jpg"
FV48314,Tights,FV48314,0,"Fever\48314.jpg"
FV48316,Tights,FV48316,0,"Fever\48316.jpg"
FV48325,Kits,FV48325,0,"Fever\48325.jpg"
FV48348-RED/BLU-L,Shorts,FV48348,0,"Fever\48348.jpg"
FV48348-RED/BLU-M,Shorts,FV48348,0,"Fever\48348.jpg"
FV48348-RED/BLU-S,Shorts,FV48348,0,"Fever\48348.jpg"
FV48349-RED/BLU-L,"Fancy Dress",FV48349,0,"Fever\48349.jpg"
FV48349-RED/BLU-M,"Fancy Dress",FV48349,0,"Fever\48349.jpg"
FV48349-RED/BLU-S,"Fancy Dress",FV48349,0,"Fever\48349.jpg"
FV48352,Tights,FV48352,0,"Fever\48352.jpg"
FV48441,Gloves,FV48441,0,"Fever\48441.jpg"
FV48688-RED-L,"Fancy Dress",FV48688,0,"Fever\48688.jpg"
FV48688-RED-M,"Fancy Dress",FV48688,0,"Fever\48688.jpg"
FV48688-RED-S,"Fancy Dress",FV48688,0,"Fever\48688.jpg"
FV48688-RED-XS,"Fancy Dress",FV48688,0,"Fever\48688.jpg"
FV48695,Bodystocking,FV48695,0,"Fever\48695.jpg"
FV48696,Bodystocking,FV48696,0,"Fever\48696.jpg"
FV48697,Bodysuit,FV48697,0,"Fever\48697.jpg"
FV48698,Bodysuit,FV48698,0,"Fever\48698.jpg"
FV48699,Bodysuit,FV48699,0,"Fever\48699.jpg"
FV48701,Tights,FV48701,0,"Fever\48701.jpg"
FV48702,Tights,FV48702,0,"Fever\48702.jpg"
FV48704,Tights,FV48704,0,"Fever\48704.jpg"
FV48705,Tights,FV48705,0,"Fever\48705.jpg"
FV48707,Socks,FV48707,0,"Fever\48707.jpg"
FV48709,Shorts,FV48709,0,"Fever\48709.jpg"
FV48710,Bodysuit,FV48710,0,"Fever\48710.jpg"
FV49103,Headband,FV49103,0,"Fever\49103.jpg"
FV49104,Headband,FV49104,1,"Fever\49104.jpg"
FV49672-SLV-M,Shorts,FV49672,1,"Fever\49672.jpg"
FV49672-SLV-L,Shorts,FV49672,2,"Fever\49672.jpg"
FV49672-SLV-S,Shorts,FV49672,2,"Fever\49672.jpg"
FV49673-GLD-L,Shorts,FV49673,0,"Fever\49673.jpg"
FV49673-GLD-M,Shorts,FV49673,0,"Fever\49673.jpg"
FV49673-GLD-S,Shorts,FV49673,0,"Fever\49673.jpg"
FV52153,Tights,FV52153,0,"Fever\52153.jpg"
FV52415-BLK-L,"Fancy Dress",FV52415,0,"Fever\52415.jpg"
FV52415-BLK-M,"Fancy Dress",FV52415,0,"Fever\52415.jpg"
FV52415-BLK-S,"Fancy Dress",FV52415,0,"Fever\52415.jpg"
FV55021-MUL-M,"Fancy Dress",FV55021,0,"Fever\55021.jpg"
FV55021-MUL-S,"Fancy Dress",FV55021,0,"Fever\55021.jpg"
FV55021-MUL-L,"Fancy Dress",FV55021,0,"Fever\55021.jpg"
FV55021-MUL-XS,"Fancy Dress",FV55021,0,"Fever\55021.jpg"
FV9363,Gloves,FV9363,0,"Fever\9363.jpg"
FV9366,Gloves,FV9366,0,"Fever\9366.jpg"
FV98251,Gloves,FV98251,0,"Fever\98251.jpg"
FV25669-NDE-OS,Wig,FV25669,0,"Fever\25669.jpg"
FV27884-BLK-OS,Eyelash,FV27884,0,"Fever\27884.jpg"
FV43592-RBOW-OS,Eyelash,FV43592,0,"Fever\43592.jpg"
FV25202-PNK-OS,Miscellaneous,FV25202,0
FV25202-GLD-OS,Miscellaneous,FV25202,0
FV25202-BLU-OS,Miscellaneous,FV25202,0,"Fever\25202_1.jpg"
FV44545,Tights,FV44545,0,"Fever\44545.jpg"
FV29270,Knicker,FV29270,0,"Fever\29270.jpg"
