stock_code,description,parent_stock_type,parent_stock_code,stock_available
MP442062-RED-L/XL,"Bong Thong - Red Large/X-Large",Thong,MP442062,2,"Male_Power\442062RE_2.jpg","Male_Power\442062RE_Back.jpg"
MP442062-RED-S/M,"Bong Thong - Red Small/Medium",Thong,MP442062,4,"Male_Power\442062RE_2.jpg","Male_Power\442062RE_Back.jpg"
MP442062-OLI-S/M,"Bong Thong - Olive Small/Medium",Thong,MP442062,0,"Male_Power\442062OD.jpg","Male_Power\442062OD_Back.jpg"
MP442062-OLI-L/XL,"Bong Thong - Olive Large/X-Large",Thong,MP442062,0,"Male_Power\442062OD.jpg","Male_Power\442062OD_Back.jpg"
MP442070-RED-S/M,"Bong Thong - Red Small/Medium",Thong,MP442070,5,"Male_Power\442070RE_2.jpg","Male_Power\442070RE_Back.jpg"
MP442070-RED-L/XL,"Bong Thong - Red Large/X-Large",Thong,MP442070,3,"Male_Power\442070RE_2.jpg","Male_Power\442070RE_Back.jpg"
MP442070-SLV-S/M,"Bong Thong - Silver Small/Medium",Thong,MP442070,5,"Male_Power\442070SI_2.jpg","Male_Power\442070SI_Back.jpg"
MP442070-SLV-L/XL,"Bong Thong - Silver Large/X-Large",Thong,MP442070,3,"Male_Power\442070SI_2.jpg","Male_Power\442070SI_Back.jpg"
MP442070-GLD-L/XL,"Bong Thong - Gold Large/X-Large",Thong,MP442070,3,"Male_Power\442070GO.jpg","Male_Power\442070GO_Back.jpg"
MP442070-GLD-S/M,"Bong Thong - Gold Small/Medium",Thong,MP442070,3,"Male_Power\442070GO.jpg","Male_Power\442070GO_Back.jpg"
MP442076-ROY-S/M,"Bong Thong Royal / Small/Medium",Thong,MP442076,2,"Male_Power\442076RO.jpg","Male_Power\442076RO_Back.jpg"
MP442076-ROY-L/XL,"Bong Thong Royal / Large/X-Large",Thong,MP442076,3,"Male_Power\442076RO.jpg","Male_Power\442076RO_Back.jpg"
MP44211C-BLK-S/M,"Bong Thong - Black Small/Medium",Thong,MP44211C,1,"Male_Power\44211CBK.jpg","Male_Power\44211CBK_Back.jpg"
MP44211C-BLK-L/XL,"Bong Thong - Black Large/X-Large",Thong,MP44211C,0,"Male_Power\44211CBK.jpg","Male_Power\44211CBK_Back.jpg"
MP44211C-WHT-S/M,"Bong Thong - White Small/Medium",Thong,MP44211C,0,"Male_Power\44211CWH.jpg","Male_Power\44211CWH_Back.jpg"
MP44211C-WHT-L/XL,"Bong Thong - White Large/X-Large",Thong,MP44211C,0,"Male_Power\44211CWH.jpg","Male_Power\44211CWH_Back.jpg"
MP442162-BLK-S/M,"Bong Thong - Black Small/Medium",Thong,MP442162,5,"Male_Power\442162BK.jpg"
MP442162-BLK-L/XL,"Bong Thong - Black Large/X-Large",Thong,MP442162,4,"Male_Power\442162BK.jpg"
MP442162-WHT-S/M,"Bong Thong - White Small/Medium",Thong,MP442162,3,"Male_Power\442162WH.jpg","Male_Power\442162WH_Back.jpg"
MP442162-WHT-L/XL,"Bong Thong - White Large/X-Large",Thong,MP442162,2,"Male_Power\442162WH.jpg","Male_Power\442162WH_Back.jpg"
MP442194-CRL-S/M,"Bong Thong - Coral Small/Medium",Thong,MP442194,3,"Male_Power\442194CR.jpg","Male_Power\442194CR_Back.jpg"
MP442194-CRL-L/XL,"Bong Thong - Coral Large/X-Large",Thong,MP442194,1,"Male_Power\442194CR.jpg","Male_Power\442194CR_Back.jpg"
MP442194-PNK-L/XL,"Bong Thong - Pink Large/X-Large",Thong,MP442194,1,"Male_Power\442194PK.jpg","Male_Power\442194PK_Back.jpg"
MP442194-TRQ-S/M,"Bong Thong - Turquoise Small/Medium",Thong,MP442194,1,"Male_Power\442194TQ.jpg","Male_Power\442194TQ_Back.jpg"
MP442194-TRQ-L/XL,"Bong Thong - Turquoise Large/X-Large",Thong,MP442194,2,"Male_Power\442194TQ.jpg","Male_Power\442194TQ_Back.jpg"
MP442194-PNK-S/M,"Bong Thong - Pink Small/Medium",Thong,MP442194,0,"Male_Power\442194PK.jpg","Male_Power\442194PK_Back.jpg"
MP442200-CAM-L/XL,"Bong Thong - Camouflage Large/X-Large",Thong,MP442200,2,"Male_Power\442200OD.jpg","Male_Power\442200OD_Back.jpg"
MP442200-CAM-S/M,"Bong Thong - Camouflage Small/Medium",Thong,MP442200,3,"Male_Power\442200OD.jpg","Male_Power\442200OD_Back.jpg"
MP442203-PRNT-L/XL,"Bong Thong - Print Large/X-Large",Thong,MP442203,4,"Male_Power\442203PR.jpg","Male_Power\442203PR_Back.jpg"
MP442203-PRNT-S/M,"Bong Thong - Print Small/Medium",Thong,MP442203,0,"Male_Power\442203PR.jpg","Male_Power\442203PR_Back.jpg"
MP442240-PRNT-S/M,"Bong Thong - Print Small/Medium",Thong,MP442240,2,"Male_Power\442240PR.jpg","Male_Power\442240PR_Back.jpg"
MP442240-PRNT-L/XL,"Bong Thong - Print Large/X-Large",Thong,MP442240,3,"Male_Power\442240PR.jpg","Male_Power\442240PR_Back.jpg"
MP444030-LEO-L/XL,"Wonder Thong - Leopard Large/X-Large",Thong,MP444030,4,"Male_Power\444030BL_2.jpg","Male_Power\444030BL_Back.jpg"
MP444030-LEO-S/M,"Wonder Thong - Leopard Small/Medium",Thong,MP444030,0,"Male_Power\444030BL_2.jpg","Male_Power\444030BL_Back.jpg"
MP444204-BLK-S/M,"Wonder Thong - Black Small/Medium",Thong,MP444204,1,"Male_Power\444204BK.jpg","Male_Power\444204BK_Back.jpg"
MP444204-BLK-L/XL,"Wonder Thong - Black Large/X-Large",Thong,MP444204,1,"Male_Power\444204BK.jpg","Male_Power\444204BK_Back.jpg"
MP444204-TAN-S/M,"Wonder Thong - Tan Small/Medium",Thong,MP444204,3,"Male_Power\444204TN.jpg","Male_Power\444204TN_Back.jpg"
MP444204-TAN-L/XL,"Wonder Thong - Tan Large/X-Large",Thong,MP444204,3,"Male_Power\444204TN.jpg","Male_Power\444204TN_Back.jpg"
MP447222-BLU/BLK-S/M,"Panel Thong - Blue/Black Small/Medium",Thong,MP447222,2,"Male_Power\447222BU.jpg","Male_Power\447222BU_Back.jpg"
MP447222-BLU/BLK-L/XL,"Panel Thong - Blue/Black Large/X-Large",Thong,MP447222,1,"Male_Power\447222BU.jpg","Male_Power\447222BU_Back.jpg"
MP447222-WNE/BLK-S/M,"Panel Thong - Wine/Black Small/Medium",Thong,MP447222,2,"Male_Power\447222RE.jpg","Male_Power\447222RE_Back.jpg"
MP447222-WNE/BLK-L/XL,"Panel Thong - Wine/Black Large/X-Large",Thong,MP447222,2,"Male_Power\447222RE.jpg","Male_Power\447222RE_Back.jpg"
MP450003-OS-BLK,"Posing Strap One Size / Black","Posing Strap",MP450003,3,"Male_Power\450003BK.jpg","Male_Power\450003BK_Back.jpg"
MP450030-OS-BRN,"Posing Strap One Size / Brown Leopard","Posing Strap",MP450030,2,"Male_Power\450030BL.jpg","Male_Power\450030BL_Back.jpg"
MP450070-SLV-OS,"Posing Strap - Silver One Size","Posing Strap",MP450070,2,"Male_Power\450070SI.jpg","Male_Power\450070_Back.jpg"
MP450070-GLD-OS,"Posing Strap - Gold One Size","Posing Strap",MP450070,0,"Male_Power\450070GO.jpg","Male_Power\450070_Back.jpg"
MP450070-RED-OS,"Posing Strap - Red One Size","Posing Strap",MP450070,0,"Male_Power\450070RE.jpg","Male_Power\450070_Back.jpg"
MP450076-BLK-OS,"Posing Strap - Black One Size","Posing Strap",MP450076,3,"Male_Power\450076BK.jpg","Male_Power\450076BK_Back.jpg"
MP450076-RED-OS,"Posing Strap - Red One Size","Posing Strap",MP450076,2,"Male_Power\450076RE.jpg","Male_Power\450076RE_Back.jpg"
MP450076-ROY-OS,"Posing Strap - Royal One Size","Posing Strap",MP450076,0,"Male_Power\450076RO.jpg","Male_Power\450076RO_Back.jpg"
MP45011C-WHT-OS,"Posing Strap - White One Size","Posing Strap",MP45011C,2,"Male_Power\45011CWH.jpg"
MP45011C-BLK-OS,"Posing Strap - Black One Size","Posing Strap",MP45011C,0,"Male_Power\45011CBK.jpg","Male_Power\45011CBK_Back.jpg"
MP450162-BLK-OS,"Posing Strap - Black One Size","Posing Strap",MP450162,7,"Male_Power\450162BK.jpg"
MP450162-WHT-OS,"Posing Strap - White One Size","Posing Strap",MP450162,4,"Male_Power\450162WH.jpg"
MP450194-CRL-OS,"Posing Strap - Coral One Size","Posing Strap",MP450194,1,"Male_Power\450194CR.jpg","Male_Power\450194CR_Back.jpg"
MP450194-PNK-OS,"Posing Strap - Pink One Size","Posing Strap",MP450194,1,"Male_Power\450194PK.jpg","Male_Power\450194PK_Back.jpg"
MP450194-TRQ-OS,"Posing Strap - Turquoise One Size","Posing Strap",MP450194,17,"Male_Power\450194TQ.jpg","Male_Power\450194TQ_Back.jpg"
MP450203-OS-PRNT,"Posing Strap One Size / Print","Posing Strap",MP450203,4,"Male_Power\450203PR.jpg"
MP450204-BLK-OS,"Posing Strap - Black One Size","Posing Strap",MP450204,3,"Male_Power\450204BK.jpg"
MP450204-TAN-OS,"Posing Strap - Tan One Size","Posing Strap",MP450204,2,"Male_Power\450204TN.jpg"
MP454232-PRNT-S/M,"Micro Thong V - Print Small/Medium",Thong,MP454232,2,"Male_Power\454232BK.jpg","Male_Power\454232BK_back.jpg"
MP454232-PRNT-L/XL,"Micro Thong V - Print Large/X-Large",Thong,MP454232,0,"Male_Power\454232BK.jpg","Male_Power\454232BK_back.jpg"
MP459192-BLK-L/XL,"Micro Pouch Enhancer Thong - Black Large/X-Large",Thong,MP459192,3,"Male_Power\459192BK.jpg","Male_Power\459192BK_Back.jpg"
MP459192-BLK-S/M,"Micro Pouch Enhancer Thong - Black Small/Medium",Thong,MP459192,2,"Male_Power\459192BK.jpg","Male_Power\459192BK_Back.jpg"
MP459192-OLI-L/XL,"Micro Pouch Enhancer Thong - Olive Large/X-Large",Thong,MP459192,1,"Male_Power\459192OL.jpg","Male_Power\459192OL_Back.jpg"
MP459192-WHT-L/XL,"Micro Pouch Enhancer Thong - White Large/X-Large",Thong,MP459192,2,"Male_Power\459192WH.jpg","Male_Power\459192WH_Back.jpg"
MP459192-WHT-S/M,"Micro Pouch Enhancer Thong - White Small/Medium",Thong,MP459192,2,"Male_Power\459192WH.jpg","Male_Power\459192WH_Back.jpg"
MP459192-OLI-S/M,"Micro Pouch Enhancer Thong - Olive Small/Medium",Thong,MP459192,0,"Male_Power\459192OL.jpg","Male_Power\459192OL_Back.jpg"
MP460226-PRNT-L/XL,"Crossover Thong - Print Large/X-Large",Thong,MP460226,3,"Male_Power\460226PR.jpg","Male_Power\460226PR_Back.jpg"
MP460226-PRNT-S/M,"Crossover Thong - Print Small/Medium",Thong,MP460226,3,"Male_Power\460226PR.jpg","Male_Power\460226PR_Back.jpg"
MP461234-BLK/WHT-L/XL,"Mini Thong - Black/White Large/X-Large",Thong,MP461234,3,"Male_Power\461234WB.jpg","Male_Power\461234WB_Back.jpg"
MP461234-SEA/BLK-L/XL,"Mini Thong - Seafoam/Black Large/X-Large",Thong,MP461234,5,"Male_Power\461234SB.jpg","Male_Power\461234SB_Back.jpg"
MP461234-SEA/BLK-S/M,"Mini Thong - Seafoam/Black Small/Medium",Thong,MP461234,4,"Male_Power\461234SB.jpg","Male_Power\461234SB_Back.jpg"
MP461234-BLK/WHT-S/M,"Mini Thong - Black/White Small/Medium",Thong,MP461234,0,"Male_Power\461234WB.jpg","Male_Power\461234WB_Back.jpg"
MP462236-BLK-S/M,"Hose Thong - Black Small/Medium",Thong,MP462236,1,"Male_Power\462236BK.jpg","Male_Power\462236BK_Back.jpg"
MP462236-RED-S/M,"Hose Thong - Red Small/Medium",Thong,MP462236,2,"Male_Power\462236RE.jpg","Male_Power\462236RE_Back.jpg"
MP463235-BLK-L/XL,"Thong with pocket cavity - Black Large/X-Large",Thong,MP463235,1,"Male_Power\463235BK.jpg","Male_Power\463235BK_Back.jpg"
MP463235-BLK-S/M,"Thong with pocket cavity - Black Small/Medium",Thong,MP463235,2,"Male_Power\463235BK.jpg","Male_Power\463235BK_Back.jpg"
MP463235-NVY-L/XL,"Thong with pocket cavity - Navy Large/X-Large",Thong,MP463235,6,"Male_Power\463235NV.jpg","Male_Power\463235NV_Back.jpg"
MP463235-NVY-S/M,"Thong with pocket cavity - Navy Small/Medium",Thong,MP463235,6,"Male_Power\463235NV.jpg","Male_Power\463235NV_Back.jpg"
MP465178-BLK-S/M,"Micro Thong Pinch Back - Black Small/Medium",Thong,MP465178,3,"Male_Power\465178BK.jpg","Male_Power\465178BK_Back.jpg"
MP465178-BLK-L/XL,"Micro Thong Pinch Back - Black Large/X-Large",Thong,MP465178,3,"Male_Power\465178BK.jpg","Male_Power\465178BK_Back.jpg"
MP466237-BLK/GRY-S/M,"Thong Reversible - Black/Grey Small/Medium",Thong,MP466237,4,"Male_Power\466237BG.jpg","Male_Power\466237BG_Back.jpg"
MP466237-BLK/GRY-L/XL,"Thong Reversible - Black/Grey Large/X-Large",Thong,MP466237,3,"Male_Power\466237BG.jpg","Male_Power\466237BG_Back.jpg"
MP466237-ROY-S/M,"Thong Reversible - Royal Small/Medium",Thong,MP466237,2,"Male_Power\466237BR.jpg","Male_Power\466237BR_Back.jpg"
MP466237-ROY-L/XL,"Thong Reversible - Royal Large/X-Large",Thong,MP466237,2,"Male_Power\466237BR.jpg","Male_Power\466237BR_Back.jpg"
MP468162-BLK-S/M,"Double Pleasure - Black Small/Medium",Shorts,MP468162,1,"Male_Power\468162BK_Censored.jpg","Male_Power\468162BK_Back.jpg"
MP468162-BLK-L/XL,"Double Pleasure - Black Large/X-Large",Shorts,MP468162,4,"Male_Power\468162BK_Censored.jpg","Male_Power\468162BK_Back.jpg"
MP468162-WHT-S/M,"Double Pleasure - White Small/Medium",Shorts,MP468162,3,"Male_Power\468162WH_Censored.jpg"
MP468162-WHT-L/XL,"Double Pleasure - White Large/X-Large",Shorts,MP468162,3,"Male_Power\468162WH_Censored.jpg"
MP471222-BLU/BLK-S,"Panel Bikini - Blue/Black Small",Bikini,MP471222,2,"Male_Power\471222BU.jpg","Male_Power\471222BU_Back.jpg"
MP471222-BLU/BLK-M,"Panel Bikini - Blue/Black Medium",Bikini,MP471222,2,"Male_Power\471222BU.jpg","Male_Power\471222BU_Back.jpg"
MP471222-BLU/BLK-L,"Panel Bikini - Blue/Black Large",Bikini,MP471222,2,"Male_Power\471222BU.jpg","Male_Power\471222BU_Back.jpg"
MP471222-BLU/BLK-XL,"Panel Bikini - Blue/Black X-Large",Bikini,MP471222,1,"Male_Power\471222BU.jpg","Male_Power\471222BU_Back.jpg"
MP471222-WNE/BLK-S,"Panel Bikini - Wine/Black Small",Bikini,MP471222,2,"Male_Power\471222RE.jpg","Male_Power\471222RE_Back.jpg"
MP471222-WNE/BLK-M,"Panel Bikini - Wine/Black Medium",Bikini,MP471222,3,"Male_Power\471222RE.jpg","Male_Power\471222RE_Back.jpg"
MP471222-WNE/BLK-XL,"Panel Bikini - Wine/Black X-Large",Bikini,MP471222,2,"Male_Power\471222RE.jpg","Male_Power\471222RE_Back.jpg"
MP471222-WNE/BLK-L,"Panel Bikini - Wine/Black Large",Bikini,MP471222,3,"Male_Power\471222RE.jpg","Male_Power\471222RE_Back.jpg"
MP472228-WHT-L,"Sport Brief - White Large",Brief,MP472228,2,"Male_Power\472228WH.jpg","Male_Power\472228WH_Back.jpg"
MP472228-WHT-M,"Sport Brief - White Medium",Brief,MP472228,2,"Male_Power\472228WH.jpg","Male_Power\472228WH_Back.jpg"
MP472228-WHT-S,"Sport Brief - White Small",Brief,MP472228,2,"Male_Power\472228WH.jpg","Male_Power\472228WH_Back.jpg"
MP472228-WHT-XL,"Sport Brief - White X-Large",Brief,MP472228,1,"Male_Power\472228WH.jpg","Male_Power\472228WH_Back.jpg"
MP47407B-LME-S,"Mustang Bikini - Lime Small",Bikini,MP47407B,2,"Male_Power\47407BLM.jpg","Male_Power\47407BLM_Back.jpg"
MP47407B-LME-M,"Mustang Bikini - Lime Medium",Bikini,MP47407B,3,"Male_Power\47407BLM.jpg","Male_Power\47407BLM_Back.jpg"
MP47407B-LME-L,"Mustang Bikini - Lime Large",Bikini,MP47407B,1,"Male_Power\47407BLM.jpg","Male_Power\47407BLM_Back.jpg"
MP47407B-ORG-S,"Mustang Bikini - Orange Small",Bikini,MP47407B,2,"Male_Power\47407BOR.jpg","Male_Power\47407BOR_Back.jpg"
MP47407B-ORG-M,"Mustang Bikini - Orange Medium",Bikini,MP47407B,2,"Male_Power\47407BOR.jpg","Male_Power\47407BOR_Back.jpg"
MP47407B-ORG-L,"Mustang Bikini - Orange Large",Bikini,MP47407B,3,"Male_Power\47407BOR.jpg","Male_Power\47407BOR_Back.jpg"
MP47407B-ORG-XL,"Mustang Bikini - Orange X-Large",Bikini,MP47407B,2,"Male_Power\47407BOR.jpg","Male_Power\47407BOR_Back.jpg"
MP47407B-PNK-S,"Mustang Bikini - Pink Small",Bikini,MP47407B,3,"Male_Power\47407BPK.jpg","Male_Power\47407BPK_Back.jpg"
MP47407B-PNK-M,"Mustang Bikini - Pink Medium",Bikini,MP47407B,3,"Male_Power\47407BPK.jpg","Male_Power\47407BPK_Back.jpg"
MP47407B-PNK-L,"Mustang Bikini - Pink Large",Bikini,MP47407B,2,"Male_Power\47407BPK.jpg","Male_Power\47407BPK_Back.jpg"
MP47407B-PNK-XL,"Mustang Bikini - Pink X-Large",Bikini,MP47407B,3,"Male_Power\47407BPK.jpg","Male_Power\47407BPK_Back.jpg"
MP47407B-YEL-S,"Mustang Bikini - Yellow Small",Bikini,MP47407B,4,"Male_Power\47407BYE.jpg","Male_Power\47407BYE _Back.jpg"
MP47407B-YEL-M,"Mustang Bikini - Yellow Medium",Bikini,MP47407B,1,"Male_Power\47407BYE.jpg","Male_Power\47407BYE _Back.jpg"
MP47407B-YEL-L,"Mustang Bikini - Yellow Large",Bikini,MP47407B,1,"Male_Power\47407BYE.jpg","Male_Power\47407BYE _Back.jpg"
MP47407B-YEL-XL,"Mustang Bikini - Yellow X-Large",Bikini,MP47407B,2,"Male_Power\47407BYE.jpg","Male_Power\47407BYE _Back.jpg"
MP474211-GRY-L,"Mustang Bikini - Grey Large",Bikini,MP474211,4,"Male_Power\474211GY_1.jpg","Male_Power\474211GY_Back.jpg"
MP474211-GRY-M,"Mustang Bikini - Grey Medium",Bikini,MP474211,4,"Male_Power\474211GY_1.jpg","Male_Power\474211GY_Back.jpg"
MP474211-GRY-S,"Mustang Bikini - Grey Small",Bikini,MP474211,4,"Male_Power\474211GY_1.jpg","Male_Power\474211GY_Back.jpg"
MP474211-GRY-XL,"Mustang Bikini - Grey X-Large",Bikini,MP474211,3,"Male_Power\474211GY_1.jpg","Male_Power\474211GY_Back.jpg"
MP476219-BLK-S,"Snap Bikini - Black Small",Bikini,MP476219,2,"Male_Power\476219BK.jpg","Male_Power\476219BK_Back.jpg"
MP476219-BLK-M,"Snap Bikini - Black Medium",Bikini,MP476219,2,"Male_Power\476219BK.jpg","Male_Power\476219BK_Back.jpg"
MP476219-BLK-L,"Snap Bikini - Black Large",Bikini,MP476219,1,"Male_Power\476219BK.jpg","Male_Power\476219BK_Back.jpg"
MP476219-BLK-XL,"Snap Bikini - Black X-Large",Bikini,MP476219,2,"Male_Power\476219BK.jpg","Male_Power\476219BK_Back.jpg"
MP476219-NVY-S,"Snap Bikini - Navy Small",Bikini,MP476219,1,"Male_Power\476219NV.jpg","Male_Power\476219NV_Back.jpg"
MP476219-NVY-M,"Snap Bikini - Navy Medium",Bikini,MP476219,2,"Male_Power\476219NV.jpg","Male_Power\476219NV_Back.jpg"
MP476219-NVY-L,"Snap Bikini - Navy Large",Bikini,MP476219,1,"Male_Power\476219NV.jpg","Male_Power\476219NV_Back.jpg"
MP476219-NVY-XL,"Snap Bikini - Navy X-Large",Bikini,MP476219,2,"Male_Power\476219NV.jpg","Male_Power\476219NV_Back.jpg"
MP478224-BLK/GLD-S,"Enrichment Bikini - Black/Gold Small",Bikini,MP478224,2,"Male_Power\478224BD.jpg","Male_Power\478224BD_Back.jpg"
MP478224-BLK/GLD-L,"Enrichment Bikini - Black/Gold Large",Bikini,MP478224,2,"Male_Power\478224BD.jpg","Male_Power\478224BD_Back.jpg"
MP478224-BLK/GLD-XL,"Enrichment Bikini - Black/Gold X-Large",Bikini,MP478224,2,"Male_Power\478224BD.jpg","Male_Power\478224BD_Back.jpg"
MP481221-BLK/GRN-S,"Fullback Bikini - Black/Green Small",Bikini,MP481221,2,"Male_Power\481221BG.jpg","Male_Power\481221BG_Back.jpg"
MP481221-BLK/GRN-M,"Fullback Bikini - Black/Green Medium",Bikini,MP481221,2,"Male_Power\481221BG.jpg","Male_Power\481221BG_Back.jpg"
MP481221-BLK/GRN-L,"Fullback Bikini - Black/Green Large",Bikini,MP481221,2,"Male_Power\481221BG.jpg","Male_Power\481221BG_Back.jpg"
MP481221-BLK/GRN-XL,"Fullback Bikini - Black/Green X-Large",Bikini,MP481221,2,"Male_Power\481221BG.jpg","Male_Power\481221BG_Back.jpg"
MP481221-TRQ/YEL-S,"Fullback Bikini - Turq/Yellow Small",Bikini,MP481221,2,"Male_Power\481221TY.jpg","Male_Power\481221TY_Back.jpg"
MP481221-TRQ/YEL-M,"Fullback Bikini - Turq/Yellow Medium",Bikini,MP481221,2,"Male_Power\481221TY.jpg","Male_Power\481221TY_Back.jpg"
MP481221-TRQ/YEL-L,"Fullback Bikini - Turq/Yellow Large",Bikini,MP481221,2,"Male_Power\481221TY.jpg","Male_Power\481221TY_Back.jpg"
MP481221-TRQ/YEL-XL,"Fullback Bikini - Turq/Yellow X-Large",Bikini,MP481221,2,"Male_Power\481221TY.jpg","Male_Power\481221TY_Back.jpg"
MP481233-BLK-L,"Bikini Brief - Black Large",Brief,MP481233,8,"Male_Power\481233BK.jpg","Male_Power\481233BK_Back.jpg"
MP481233-BLK-M,"Bikini Brief - Black Medium",Brief,MP481233,3,"Male_Power\481233BK.jpg","Male_Power\481233BK_Back.jpg"
MP481233-BLK-S,"Bikini Brief - Black Small",Brief,MP481233,2,"Male_Power\481233BK.jpg","Male_Power\481233BK_Back.jpg"
MP481233-BLK-XL,"Bikini Brief - Black X-Large",Brief,MP481233,6,"Male_Power\481233BK.jpg","Male_Power\481233BK_Back.jpg"
MP482226-PRNT-L,"Crossover Bikini - Print Large",Bikini,MP482226,3,"Male_Power\482226PR.jpg","Male_Power\482226PR_Back.jpg"
MP482226-PRNT-M,"Crossover Bikini - Print Medium",Bikini,MP482226,3,"Male_Power\482226PR.jpg","Male_Power\482226PR_Back.jpg"
MP482226-PRNT-S,"Crossover Bikini - Print Small",Bikini,MP482226,2,"Male_Power\482226PR.jpg","Male_Power\482226PR_Back.jpg"
MP483234-BLK/WHT-L,"Mini Bikini - Black/White Large",Bikini,MP483234,3,"Male_Power\483234WB.jpg","Male_Power\483234WB_Back.jpg"
MP483234-BLK/WHT-M,"Mini Bikini - Black/White Medium",Bikini,MP483234,2,"Male_Power\483234WB.jpg","Male_Power\483234WB_Back.jpg"
MP483234-BLK/WHT-S,"Mini Bikini - Black/White Small",Bikini,MP483234,1,"Male_Power\483234WB.jpg","Male_Power\483234WB_Back.jpg"
MP483234-BLK/WHT-XL,"Mini Bikini - Black/White X-Large",Bikini,MP483234,3,"Male_Power\483234WB.jpg","Male_Power\483234WB_Back.jpg"
MP483234-SEA/BLK-L,"Mini Bikini - Seafoam/Black Large",Bikini,MP483234,1,"Male_Power\483234SB.jpg","Male_Power\483234SB_Back.jpg"
MP483234-SEA/BLK-XL,"Mini Bikini - Seafoam/Black X-Large",Bikini,MP483234,1,"Male_Power\483234SB.jpg","Male_Power\483234SB_Back.jpg"
MP484237-BLK/GRY-S,"Bikini Reversible - Black/Grey Small",Bikini,MP484237,3,"Male_Power\484237BG.jpg","Male_Power\484237BG_Back.jpg"
MP484237-BLK/GRY-M,"Bikini Reversible - Black/Grey Medium",Bikini,MP484237,3,"Male_Power\484237BG.jpg","Male_Power\484237BG_Back.jpg"
MP484237-BLK/GRY-L,"Bikini Reversible - Black/Grey Large",Bikini,MP484237,2,"Male_Power\484237BG.jpg","Male_Power\484237BG_Back.jpg"
MP484237-ROY-S,"Bikini Reversible - Royal Small",Bikini,MP484237,3,"Male_Power\484237RB.jpg","Male_Power\484237BR_Back.jpg"
MP484237-ROY-M,"Bikini Reversible - Royal Medium",Bikini,MP484237,4,"Male_Power\484237RB.jpg","Male_Power\484237BR_Back.jpg"
MP484237-ROY-L,"Bikini Reversible - Royal Large",Bikini,MP484237,3,"Male_Power\484237RB.jpg","Male_Power\484237BR_Back.jpg"
MP484237-ROY-XL,"Bikini Reversible - Royal X-Large",Bikini,MP484237,3,"Male_Power\484237RB.jpg","Male_Power\484237BR_Back.jpg"
MP485242-BLK-L,"Insert Bikini - Black Large",Bikini,MP485242,1,"Male_Power\485-242BK.jpg","Male_Power\485-242BK_Back.jpg"
MP485242-BLK-XL,"Insert Bikini - Black X-Large",Bikini,MP485242,1,"Male_Power\485-242BK.jpg","Male_Power\485-242BK_Back.jpg"
MP485242-BUR-S,"Insert Bikini - Burgundy Small",Bikini,MP485242,1,"Male_Power\485-242BN.jpg","Male_Power\485-242BN_Back.jpg"
MP485242-BUR-L,"Insert Bikini - Burgundy Large",Bikini,MP485242,1,"Male_Power\485-242BN.jpg","Male_Power\485-242BN_Back.jpg"
MP486243-BLK-S,"Sport Bikini - Black Small",Bikini,MP486243,2,"Male_Power\486-243BK.jpg","Male_Power\486-243BK_Back.jpg"
MP486243-BLK-M,"Sport Bikini - Black Medium",Bikini,MP486243,2,"Male_Power\486-243BK.jpg","Male_Power\486-243BK_Back.jpg"
MP487244-GRY-S,"Cutout Bikini - Grey Small",Bikini,MP487244,2,"Male_Power\487-244GY.jpg","Male_Power\487-244GY_Back.jpg"
MP487244-GRY-M,"Cutout Bikini - Grey Medium",Bikini,MP487244,2,"Male_Power\487-244GY.jpg","Male_Power\487-244GY_Back.jpg"
MP487244-GRY-L,"Cutout Bikini - Grey Large",Bikini,MP487244,2,"Male_Power\487-244GY.jpg","Male_Power\487-244GY_Back.jpg"
MP487244-GRY-XL,"Cutout Bikini - Grey X-Large",Bikini,MP487244,3,"Male_Power\487-244GY.jpg","Male_Power\487-244GY_Back.jpg"
MP488245,,Bikini,MP488245,0,"Male_Power\488-245GY.jpg","Male_Power\488-245GY_Back.jpg"
MP490198-GRY-L,"Lo Rise Enhancer Bikini - Grey Large",Bikini,MP490198,2,"Male_Power\490198GY.jpg","Male_Power\490198GY_Back.jpg"
MP490198-GRY-M,"Lo Rise Enhancer Bikini - Grey Medium",Bikini,MP490198,1,"Male_Power\490198GY.jpg","Male_Power\490198GY_Back.jpg"
MP490198-GRY-S,"Lo Rise Enhancer Bikini - Grey Small",Bikini,MP490198,2,"Male_Power\490198GY.jpg","Male_Power\490198GY_Back.jpg"
MP490198-GRY-XL,"Lo Rise Enhancer Bikini - Grey X-Large",Bikini,MP490198,3,"Male_Power\490198GY.jpg","Male_Power\490198GY_Back.jpg"
MP490204-BLK-S/M,"Wonder Bikini - Black Small/Medium",Bikini,MP490204,1,"Male_Power\490204BK.jpg","Male_Power\490204BK_Back.jpg"
MP490204-TAN-S/M,"Wonder Bikini - Tan Small/Medium",Bikini,MP490204,1,"Male_Power\490204TN.jpg","Male_Power\490204TN_Back.jpg"
MP490204-TAN-L/XL,"Wonder Bikini - Tan Large/X-Large",Bikini,MP490204,1,"Male_Power\490204TN.jpg","Male_Power\490204TN_Back.jpg"
MP49111C-BLK-S,"Wonder Bikini - Black Small",Bikini,MP49111C,7,"Male_Power\49111CBK_2.jpg","Male_Power\49111CBK_Back.jpg","Male_Power\49111CBK.jpg"
