stock_code,description,parent_stock_type,parent_stock_code,stock_available
MP49111C-BLK-M,"Wonder Bikini - Black Medium",Bikini,MP49111C,6,"Male_Power\49111CBK_2.jpg","Male_Power\49111CBK_Back.jpg","Male_Power\49111CBK.jpg"
MP49111C-BLK-L,"Wonder Bikini - Black Large",Bikini,MP49111C,6,"Male_Power\49111CBK_2.jpg","Male_Power\49111CBK_Back.jpg","Male_Power\49111CBK.jpg"
MP49111C-BLK-XL,"Wonder Bikini - Black X-Large",Bikini,MP49111C,7,"Male_Power\49111CBK_2.jpg","Male_Power\49111CBK_Back.jpg","Male_Power\49111CBK.jpg"
MP49111C-WHT-M,"Wonder Bikini - White Medium",Bikini,MP49111C,2,"Male_Power\49111CWH.jpg"
MP49111C-WHT-L,"Wonder Bikini - White Large",Bikini,MP49111C,2,"Male_Power\49111CWH.jpg"
MP49111C-WHT-XL,"Wonder Bikini - White X-Large",Bikini,MP49111C,1,"Male_Power\49111CWH.jpg"
MP491162-BLK-S,"Wonder Bikini - Black Small",Bikini,MP491162,6,"Male_Power\491162BK.jpg","Male_Power\491162BK_Back.jpg"
MP491162-BLK-M,"Wonder Bikini - Black Medium",Bikini,MP491162,6,"Male_Power\491162BK.jpg","Male_Power\491162BK_Back.jpg"
MP491162-BLK-L,"Wonder Bikini - Black Large",Bikini,MP491162,6,"Male_Power\491162BK.jpg","Male_Power\491162BK_Back.jpg"
MP491162-BLK-XL,"Wonder Bikini - Black X-Large",Bikini,MP491162,5,"Male_Power\491162BK.jpg","Male_Power\491162BK_Back.jpg"
MP491162-WHT-S,"Wonder Bikini - White Small",Bikini,MP491162,1,"Male_Power\491162WH.jpg"
MP491162-WHT-L,"Wonder Bikini - White Large",Bikini,MP491162,3,"Male_Power\491162WH.jpg"
MP491162-WHT-XL,"Wonder Bikini - White X-Large",Bikini,MP491162,3,"Male_Power\491162WH.jpg"
MP491192-BLK-L,"Lo Rise Bikini - Black Large",Bikini,MP491192,4,"Male_Power\491192BK.jpg","Male_Power\491192BK_Back.jpg"
MP491192-BLK-M,"Lo Rise Bikini - Black Medium",Bikini,MP491192,4,"Male_Power\491192BK.jpg","Male_Power\491192BK_Back.jpg"
MP491192-BLK-S,"Lo Rise Bikini - Black Small",Bikini,MP491192,3,"Male_Power\491192BK.jpg","Male_Power\491192BK_Back.jpg"
MP491192-BLK-XL,"Lo Rise Bikini - Black X-Large",Bikini,MP491192,4,"Male_Power\491192BK.jpg","Male_Power\491192BK_Back.jpg"
MP491192-OLI-L,"Lo Rise Bikini - Olive Large",Bikini,MP491192,4,"Male_Power\491192OL.jpg","Male_Power\491192OL_Back.jpg"
MP491192-OLI-M,"Lo Rise Bikini - Olive Medium",Bikini,MP491192,4,"Male_Power\491192OL.jpg","Male_Power\491192OL_Back.jpg"
MP491192-OLI-S,"Lo Rise Bikini - Olive Small",Bikini,MP491192,4,"Male_Power\491192OL.jpg","Male_Power\491192OL_Back.jpg"
MP491192-OLI-XL,"Lo Rise Bikini - Olive X-Large",Bikini,MP491192,4,"Male_Power\491192OL.jpg","Male_Power\491192OL_Back.jpg"
MP491192-WHE-XL,"Lo Rise Bikini - White X-Large",Bikini,MP491192,2,"Male_Power\491192WH.jpg","Male_Power\491192WH_Back.jpg"
MP491192-WHT-L,"Lo Rise Bikini - White Large",Bikini,MP491192,2,"Male_Power\491192WH.jpg","Male_Power\491192WH_Back.jpg"
MP491192-WHT-M,"Lo Rise Bikini - White Medium",Bikini,MP491192,2,"Male_Power\491192WH.jpg","Male_Power\491192WH_Back.jpg"
MP491192-WHT-S,"Lo Rise Bikini - White Small",Bikini,MP491192,2,"Male_Power\491192WH.jpg","Male_Power\491192WH_Back.jpg"
MP491194-CRL-S,"Wonder Bikini - Coral Small",Bikini,MP491194,2,"Male_Power\491194CR.jpg","Male_Power\491194CR_Back.jpg"
MP491194-CRL-L,"Wonder Bikini - Coral Large",Bikini,MP491194,2,"Male_Power\491194CR.jpg","Male_Power\491194CR_Back.jpg"
MP491194-CRL-M,"Wonder Bikini - Coral Medium",Bikini,MP491194,2,"Male_Power\491194CR.jpg","Male_Power\491194CR_Back.jpg"
MP491194-PNK-S,"Wonder Bikini - Pink Small",Bikini,MP491194,2,"Male_Power\491194PK.jpg","Male_Power\491194PK_Back.jpg"
MP491194-PNK-M,"Wonder Bikini - Pink Medium",Bikini,MP491194,2,"Male_Power\491194PK.jpg","Male_Power\491194PK_Back.jpg"
MP491194-PNK-L,"Wonder Bikini - Pink Large",Bikini,MP491194,2,"Male_Power\491194PK.jpg","Male_Power\491194PK_Back.jpg"
MP491194-PNK-XL,"Wonder Bikini - Pink X-Large",Bikini,MP491194,2,"Male_Power\491194PK.jpg","Male_Power\491194PK_Back.jpg"
MP491194-TRQ-S,"Wonder Bikini - Turquoise Small",Bikini,MP491194,1,"Male_Power\491194TQ.jpg","Male_Power\491194TQ_Back.jpg"
MP491194-TRQ-M,"Wonder Bikini - Turquoise Medium",Bikini,MP491194,2,"Male_Power\491194TQ.jpg","Male_Power\491194TQ_Back.jpg"
MP491194-TRQ-L,"Wonder Bikini - Turquoise Large",Bikini,MP491194,2,"Male_Power\491194TQ.jpg","Male_Power\491194TQ_Back.jpg"
MP491194-TRQ-XL,"Wonder Bikini - Turquoise X-Large",Bikini,MP491194,2,"Male_Power\491194TQ.jpg","Male_Power\491194TQ_Back.jpg"
MP491215-ROY/BLK-S,"Lo Rise Bikini - Royal/Black Small",Bikini,MP491215,3,"Male_Power\491215RB.jpg","Male_Power\491215RB_Back.jpg"
MP491215-ROY/BLK-M,"Lo Rise Bikini - Royal/Black Medium",Bikini,MP491215,3,"Male_Power\491215RB.jpg","Male_Power\491215RB_Back.jpg"
MP491215-ROY/BLK-L,"Lo Rise Bikini - Royal/Black Large",Bikini,MP491215,3,"Male_Power\491215RB.jpg","Male_Power\491215RB_Back.jpg"
MP491215-ROY/BLK-XL,"Lo Rise Bikini - Royal/Black X-Large",Bikini,MP491215,3,"Male_Power\491215RB.jpg","Male_Power\491215RB_Back.jpg"
MP491215-WHT/BLK-S,"Lo Rise Bikini - White/Black Small",Bikini,MP491215,6,"Male_Power\491215WB.jpg"
MP491215-WHT/BLK-M,"Lo Rise Bikini - White/Black Medium",Bikini,MP491215,4,"Male_Power\491215WB.jpg"
MP491215-WHT/BLK-L,"Lo Rise Bikini - White/Black Large",Bikini,MP491215,5,"Male_Power\491215WB.jpg"
MP491215-WHT/BLK-XL,"Lo Rise Bikini - White/Black X-Large",Bikini,MP491215,4,"Male_Power\491215WB.jpg"
MP493209-NVY-L,"Cutout Bikini - Navy Large",Bikini,MP493209,3,"Male_Power\493209BE.jpg","Male_Power\493209BE_Back.jpg"
MP493209-NVY-M,"Cutout Bikini - Navy Medium",Bikini,MP493209,1,"Male_Power\493209BE.jpg","Male_Power\493209BE_Back.jpg"
MP493209-NVY-S,"Cutout Bikini - Navy Small",Bikini,MP493209,3,"Male_Power\493209BE.jpg","Male_Power\493209BE_Back.jpg"
MP493209-NVY-XL,"Cutout Bikini - Navy X-Large",Bikini,MP493209,5,"Male_Power\493209BE.jpg","Male_Power\493209BE_Back.jpg"
MP493230-TRQ/BLK-L,"Cutout Bikini - Turq/Black Large",Bikini,MP493230,2,"Male_Power\493230TB.jpg","Male_Power\493230TB_Back.jpg"
MP493230-TRQ/BLK-M,"Cutout Bikini - Turq/Black Medium",Bikini,MP493230,2,"Male_Power\493230TB.jpg","Male_Power\493230TB_Back.jpg"
MP493230-TRQ/BLK-S,"Cutout Bikini - Turq/Black Small",Bikini,MP493230,3,"Male_Power\493230TB.jpg","Male_Power\493230TB_Back.jpg"
MP493230-TRQ/BLK-XL,"Cutout Bikini - Turq/Black X-Large",Bikini,MP493230,3,"Male_Power\493230TB.jpg","Male_Power\493230TB_Back.jpg"
MPC005-BRN-L/XL,"Cocky Cowboy - Brown Large/X-Large","Dress Up",MPC005,6,"Male_Power\MPC005BN.jpg","Male_Power\MPC005BN_Back.jpg"
MPC005-BRN-S/M,"Cocky Cowboy - Brown Small/Medium","Dress Up",MPC005,3,"Male_Power\MPC005BN.jpg","Male_Power\MPC005BN_Back.jpg"
MPC006-BRN-S/M,"Officer Frisk-Em - Brown Small/Medium","Dress Up",MPC006,0,"Male_Power\MPC006RO_1.jpg"
MPC006-ROY-S/M,"Officer Frisk-Em Royal / Small/Medium","Dress Up",MPC006,0,"Male_Power\MPC006BE.jpg","Male_Power\MPC006BE_Back.jpg"
MPC006-RBLU-SM,"Officer Frisk-Em Royal Blue / Small/Medium","Dress Up",MPC006,3,"Male_Power\MPC006BE.jpg","Male_Power\MPC006BE_Back.jpg"
MPC006-RBLU-LXL,"Officer Frisk-Em Royal Blue / Large/X-Large","Dress Up",MPC006,13,"Male_Power\MPC006BE.jpg","Male_Power\MPC006BE_Back.jpg"
MPC05H-OS-BRN,"Cowboy Hat One Size / Brown","Dress Up",MPC05H,4,"Male_Power\mpc05h_006_mpc005bn.jpg"
MPCST101-OS-BLK,"Buckle Up One Size / Black",Bondage,MPCST101,14,"Male_Power\CST101BK.jpg"
MPCST103-OS-BLK,"Ring Around The Rod One Size / Black",Bondage,MPCST103,4,"Male_Power\CST103BK.jpg"
MPPAK114-OS-BLK,"Dictator One Size / Black","Dress Up",MPPAK114,4,"Male_Power\PAK114.jpg","Male_Power\PAK114BK_Back.jpg"
MPPAK115-OS-BLK,"Hero One Size / Black","Dress Up",MPPAK115,1,"Male_Power\PAK115.jpg","Male_Power\PAK115BK_Back.jpg"
MPPAK120-BLK-L/XL,"Jouster - Black Large/X-Large",Bondage,MPPAK120,1,"Male_Power\PAK120BK.jpg","Male_Power\PAK120BK_Back.jpg"
MPPAK120-BLK-S/M,"Jouster - Black Small/Medium",Bondage,MPPAK120,0,"Male_Power\PAK120BK.jpg","Male_Power\PAK120BK_Back.jpg"
MPPAK123-BLK-L/XL,"Tormentor - Black Large/X-Large",Bondage,MPPAK123,17,"Male_Power\PAK123BK.jpg","Male_Power\PAK123BK_Back.jpg"
MPPAK123-BLK-S/M,"Tormentor - Black Small/Medium",Bondage,MPPAK123,8,"Male_Power\PAK123BK.jpg","Male_Power\PAK123BK_Back.jpg"
MPPAK133-BLK-S/M,"Gladiator - Black Small/Medium",Bondage,MPPAK133,3,"Male_Power\PAK133BK.jpg","Male_Power\PAK133BK_Back.jpg"
MPPAK139-BLK-L/XL,"Warrior - Black Large/X-Large",Bondage,MPPAK139,2,"Male_Power\PAK139BK.jpg","Male_Power\PAK139BK_Back.jpg"
MPPAK139-BLK-S/M,"Warrior - Black Small/Medium",Bondage,MPPAK139,2,"Male_Power\PAK139BK.jpg","Male_Power\PAK139BK_Back.jpg"
MPPAK151-BLK-S/M,"Oedipus - Black Small/Medium",Bondage,MPPAK151,4,"Male_Power\PAK151BK.jpg","Male_Power\PAK151BK_Back 2.jpg"
MPPAK151-BLK-L/XL,"Oedipus - Black Large/X-Large",Bondage,MPPAK151,1,"Male_Power\PAK151BK.jpg","Male_Power\PAK151BK_Back 2.jpg"
MPPAK708-BLK-OS,"Squeaker Elephant G-String - Black One Size",G-String,MPPAK708,1,"Male_Power\PAK708BK.jpg"
MPPAK713-WHT-OS,"Kiss My Heart Bikini - White One Size",Bikini,MPPAK713,0,"Male_Power\PAK713WH1.jpg"
MPPAK715-BLK-OS,"Rip Off Bikini - Black One Size",Bikini,MPPAK715,1,"Male_Power\PAK715BK.jpg"
MPPAK715-RED-OS,"Rip Off Bikini - Red One Size",Bikini,MPPAK715,1,"Male_Power\PAK715RE.jpg"
MPPAK719-BLK-OS,"Spank Me Bikini - Black One Size",Bikini,MPPAK719,1,"Male_Power\PAK719BK.jpg"
MPPAK724-OS-BLK,"Bad Ass Panda Bikini One Size / Black",Bikini,MPPAK724,5,"Male_Power\PAK724BK.jpg","Male_Power\PAK724BK_ALT2.jpg","Male_Power\PAK724BK_ALT.jpg"
MPPAK725-OS-BLK,"Choke The Chicken Bikini One Size / Black",Bikini,MPPAK725,6,"Male_Power\PAK725BK.jpg","Male_Power\PAK725BK_Back.jpg"
MPPAK726-OS-BLK,"Mr. PeckerHead Thong One Size / Black",Thong,MPPAK726,4,"Male_Power\pak726bk_1.jpg"
MPPAK727-BLK-OS,"Super Hero Thong - Black One Size",Thong,MPPAK727,5,"Male_Power\PAK727BK.jpg","Male_Power\PAK727BK_Back.jpg"
MPPAK801-BLK-S/M,"Bong Thong - Black Small/Medium",Thong,MPPAK801,2,"Male_Power\PAK801BK.jpg","Male_Power\PAK801BK_Back.jpg"
MPPAK801-BLK-L/XL,"Bong Thong - Black Large/X-Large",Thong,MPPAK801,3,"Male_Power\PAK801BK.jpg","Male_Power\PAK801BK_Back.jpg"
MPPAK801-RED-L/XL,"Bong Thong - Red Large/X-Large",Thong,MPPAK801,4,"Male_Power\PAK801RE.jpg","Male_Power\PAK801RE_Back.jpg"
MPPAK801-RED-S/M,"Bong Thong - Red Small/Medium",Thong,MPPAK801,4,"Male_Power\PAK801RE.jpg","Male_Power\PAK801RE_Back.jpg"
MPPAK802-NDE-L/XL,"Bong Thong - Nude Large/X-Large",Thong,MPPAK802,1,"Male_Power\PAK802NU.jpg"
MPPAK802-NDE-S/M,"Bong Thong - Nude Small/Medium",Thong,MPPAK802,1,"Male_Power\PAK802NU.jpg"
MPPAK802-RED-S/M,"Bong Thong - Red Small/Medium",Thong,MPPAK802,1,"Male_Power\PAK802RE.jpg"
MPPAK802-RED-L/XL,"Bong Thong - Red Large/X-Large",Thong,MPPAK802,1,"Male_Power\PAK802RE.jpg"
MPPAK802-ROY-S/M,"Bong Thong - Royal Small/Medium",Thong,MPPAK802,1,"Male_Power\PAK802RO.jpg"
MPPAK802-ROY-L/XL,"Bong Thong - Royal Large/X-Large",Thong,MPPAK802,1,"Male_Power\PAK802RO.jpg"
MPPAK802-WHT-S/M,"Bong Thong - White Small/Medium",Thong,MPPAK802,1,"Male_Power\PAK802WH.jpg"
MPPAK802-WHT-LXL,"Male Power Bong Thong  / White / Large/X-Large",Thong,MPPAK802,1,"Male_Power\PAK802WH"
MPPAK805-BLK-S/M,"Moonshine - Black Small/Medium",Brief,MPPAK805,3,"Male_Power\PAK805BK.jpg","Male_Power\PAK805BK_Back.jpg"
MPPAK806-BLK-OS,"Posing Strap - Black One Size","Posing Strap",MPPAK806,3,"Male_Power\PAK806BK.jpg"
MPPAK806-RED-OS,"Posing Strap - Red One Size","Posing Strap",MPPAK806,3,"Male_Power\PAK806RE.jpg"
MPPAK808-BLK-1X/2X,"Pouch Short - Black 1X/2X",Shorts,MPPAK808,1,"Male_Power\PAK808BK.jpg","Male_Power\PAK808BK_Back.jpg"
MPPAK808-BLK-3X/4X,"Pouch Short - Black 3X/4X",Shorts,MPPAK808,2,"Male_Power\PAK808BK.jpg","Male_Power\PAK808BK_Back.jpg"
MPPAK808-RED-1X/2X,"Pouch Short - Red 1X/2X",Shorts,MPPAK808,3,"Male_Power\PAK808RE.jpg","Male_Power\PAK808RE_Back.jpg"
MPPAK808-RED-3X/4X,"Pouch Short - Red 3X/4X",Shorts,MPPAK808,3,"Male_Power\PAK808RE.jpg","Male_Power\PAK808RE_Back.jpg"
MPPAK808-ROY-1X/2X,"Pouch Short - Royal 1X/2X",Shorts,MPPAK808,2,"Male_Power\PAK808RO.jpg","Male_Power\PAK808RO_Back.jpg"
MPPAK808-ROY-3X/4X,"Pouch Short - Royal 3X/4X",Shorts,MPPAK808,2,"Male_Power\PAK808RO.jpg","Male_Power\PAK808RO_Back.jpg"
MPPAK811-OS-BLK,"Short chaps w/Posing Strap One Size / Black","Posing Strap",MPPAK811,2,"Male_Power\PAK811BK.jpg","Male_Power\PAK811BK_Back.jpg"
MPPAK812-BLK-S/M,"Sling Rings - Black Small/Medium",Bondage,MPPAK812,4,"Male_Power\PAK812BLK.jpg","Male_Power\PAK812BK_Back.jpg"
MPPAK812-BLK-L/XL,"Sling Rings - Black Large/X-Large",Bondage,MPPAK812,3,"Male_Power\PAK812BLK.jpg","Male_Power\PAK812BK_Back.jpg"
MPPAK812-LME-S/M,"Sling Rings - Lime Small/Medium",Bondage,MPPAK812,3,"Male_Power\PAK812LIM.jpg"
MPPAK812-ORG-S/M,"Sling Rings - Orange Small/Medium",Bondage,MPPAK812,2,"Male_Power\PAK812ORA.jpg"
MPPAK812-ORG-L/XL,"Sling Rings - Orange Large/X-Large",Bondage,MPPAK812,2,"Male_Power\PAK812ORA.jpg"
MPPAK812-TRQ-S/M,"Sling Rings - Turquoise Small/Medium",Bondage,MPPAK812,1,"Male_Power\PAK812TUR.jpg"
MPPAK812-TRQ-L/XL,"Sling Rings - Turquoise Large/X-Large",Bondage,MPPAK812,2,"Male_Power\PAK812TUR.jpg"
MPPAK815-BLK-S/M,"Wonder Bikini - Black Small/Medium",Bikini,MPPAK815,1,"Male_Power\PAK815BK.jpg"
MPPAK815-BLK-L/XL,"Wonder Bikini - Black Large/X-Large",Bikini,MPPAK815,1,"Male_Power\PAK815BK.jpg"
MPPAK815-NDE-S/M,"Wonder Bikini - Nude Small/Medium",Bikini,MPPAK815,3,"Male_Power\PAK815NU.jpg"
MPPAK815-NDE-L/XL,"Wonder Bikini - Nude Large/X-Large",Bikini,MPPAK815,3,"Male_Power\PAK815NU.jpg"
MPPAK815-RED-S/M,"Wonder Bikini - Red Small/Medium",Bikini,MPPAK815,1,"Male_Power\PAK815RE.jpg"
MPPAK815-ROY-S/M,"Wonder Bikini - Royal Small/Medium",Bikini,MPPAK815,2,"Male_Power\PAK815RO.jpg"
MPPAK815-ROY-L/XL,"Wonder Bikini - Royal Large/X-Large",Bikini,MPPAK815,1,"Male_Power\PAK815RO.jpg"
MPPAK815-WHT-L/XL,"Wonder Bikini - White Large/X-Large",Bikini,MPPAK815,3,"Male_Power\PAK815WH.jpg"
MPPAK815-WHT-S/M,"Wonder Bikini - White Small/Medium",Bikini,MPPAK815,3,"Male_Power\PAK815WH.jpg"
MPPAK817-BLK-3X/4X,"Wonder Thong - Black 3X/4X",Thong,MPPAK817,3,"Male_Power\PAK817BK.jpg"
MPPAK817-RED-3X/4X,"Wonder Thong - Red 3X/4X",Thong,MPPAK817,2,"Male_Power\PAK817RE.jpg"
MPPAK817-RED-S/M,"Wonder Thong - Red Small/Medium",Thong,MPPAK817,1,"Male_Power\PAK817RE.jpg"
MPPAK817-RED-L/XL,"Wonder Thong - Red Large/X-Large",Thong,MPPAK817,1,"Male_Power\PAK817RE.jpg"
MPPAK817-ROY-1X/2X,"Wonder Thong - Royal 1X/2X",Thong,MPPAK817,2,"Male_Power\PAK817RO.jpg"
MPPAK817-ROY-3X/4X,"Wonder Thong - Royal 3X/4X",Thong,MPPAK817,2,"Male_Power\PAK817RO.jpg"
MPPAK817-RED-1X2X,"Wonder Thong / Red / 1X2X",Thong,MPPAK817,1,"Male_Power\PAK817RE"
MPPAK820-BLK-S/M,"Bong Clip Thong - Black Small/Medium",Thong,MPPAK820,3,"Male_Power\PAK820BK.jpg"
MPPAK820-BLK-L/XL,"Bong Clip Thong - Black Large/X-Large",Thong,MPPAK820,3,"Male_Power\PAK820BK.jpg"
MPPAK826-BLK-OS,"Pouchless Brief - Black One Size",Brief,MPPAK826,2,"Male_Power\PAK826BK.jpg"
MPPAK826-RED-OS,,Brief,MPPAK826-RED-OS,2,"Male_Power\PAK826RE_1.jpg"
MPPAK826-ROY-OS,,Brief,MPPAK826-ROY-OS,5,"Male_Power\PAK826RO_1.jpg"
MPPAK828-BLK-LXL,"Male Power G-Thong with Straps & Rings / Black / Large/X-Large",G-String,MPPAK828,4,"Male_Power\PAK828BK"
MPPAK828-BLK-L/XL,"G-Thong with Straps & Rings - Black Large/X-Large",G-String,MPPAK828,0,"Male_Power\PAK828BK.jpg"
MPPAK828-BLK-S/M,"G-Thong with Straps & Rings - Black Small/Medium",G-String,MPPAK828,0,"Male_Power\PAK828BK.jpg"
MPPAK834-BLK-OS,"Pull Tab Thong - Black One Size",Thong,MPPAK834,2,"Male_Power\PAK834BK.jpg"
MPPAK840-BLK-S/M,"Mini Short - Black Small/Medium",Shorts,MPPAK840,1,"Male_Power\PAK840BK.jpg"
MPPAK840-BLK-L/XL,"Mini Short - Black Large/X-Large",Shorts,MPPAK840,4,"Male_Power\PAK840BK.jpg"
MPPAK840-RED-S/M,"Mini Short - Red Small/Medium",Shorts,MPPAK840,3,"Male_Power\PAK840RE.jpg"
MPPAK840-RED-L/XL,"Mini Short - Red Large/X-Large",Shorts,MPPAK840,3,"Male_Power\PAK840RE.jpg"
MPPAK840-ROY-S/M,"Mini Short - Royal Small/Medium",Shorts,MPPAK840,3,"Male_Power\PAK840RO.jpg"
MPPAK840-ROY-L/XL,"Mini Short - Royal Large/X-Large",Shorts,MPPAK840,2,"Male_Power\PAK840RO.jpg"
MPPAK843-BLK-L/XL,"Micro Prolong Thong - Black Large/X-Large",Thong,MPPAK843,2,"Male_Power\PAK843BK.jpg","Male_Power\PAK843BK_Back.jpg"
MPPAK843-RED-S/M,"Micro Prolong Thong - Red Small/Medium",Thong,MPPAK843,1,"Male_Power\PAK843RE.jpg"
MPPAK843-RED-L/XL,"Micro Prolong Thong - Red Large/X-Large",Thong,MPPAK843,1,"Male_Power\PAK843RE.jpg"
MPPAK846-BLK-L/XL,"Sling Short - Black Large/X-Large",Shorts,MPPAK846,2,"Male_Power\PAK846BK_2.jpg","Male_Power\PAK846BK_Back.jpg"
MPPAK846-LME-S/M,"Sling Short - Lime Small/Medium",Shorts,MPPAK846,2,"Male_Power\PAK846LIM.jpg"
MPPAK846-LME-L/XL,"Sling Short - Lime Large/X-Large",Shorts,MPPAK846,2,"Male_Power\PAK846LIM.jpg"
MPPAK846-ORG-S/M,"Sling Short - Orange Small/Medium",Shorts,MPPAK846,2,"Male_Power\PAK846ORA.jpg"
MPPAK846-ORG-L/XL,"Sling Short - Orange Large/X-Large",Shorts,MPPAK846,2,"Male_Power\PAK846ORA.jpg"
MPPAK846-TRQ-S/M,"Sling Short - Turquoise Small/Medium",Shorts,MPPAK846,1,"Male_Power\PAK846TUR.jpg"
MPPAK846-TRQ-L/XL,"Sling Short - Turquoise Large/X-Large",Shorts,MPPAK846,1,"Male_Power\PAK846TUR.jpg"
MPPAK846-BLK-S/M,"Sling Short - Black Small/Medium",Shorts,MPPAK846,2,"Male_Power\PAK846BK_2.jpg","Male_Power\PAK846BK_Back.jpg"
MPPAK871-BLK-S,"Brazilian Pouch Bikini - Black Small",Bikini,MPPAK871,2,"Male_Power\PAK871BK.jpg","Male_Power\PAK871BK_Back.jpg"
MPPAK871-BLK-M,"Brazilian Pouch Bikini - Black Medium",Bikini,MPPAK871,1,"Male_Power\PAK871BK.jpg","Male_Power\PAK871BK_Back.jpg"
MPPAK871-BLK-L,"Brazilian Pouch Bikini - Black Large",Bikini,MPPAK871,2,"Male_Power\PAK871BK.jpg","Male_Power\PAK871BK_Back.jpg"
MPPAK871-BLK-XL,"Brazilian Pouch Bikini - Black X-Large",Bikini,MPPAK871,1,"Male_Power\PAK871BK.jpg","Male_Power\PAK871BK_Back.jpg"
MPPAK871-LME-S,"Brazilian Pouch Bikini - Lime Small",Bikini,MPPAK871,1,"Male_Power\PAK871LM.jpg","Male_Power\PAK871LM_Back.jpg"
MPPAK871-LME-XL,"Brazilian Pouch Bikini - Lime X-Large",Bikini,MPPAK871,1,"Male_Power\PAK871LM.jpg","Male_Power\PAK871LM_Back.jpg"
MPPAK871-ORG-S,"Brazilian Pouch Bikini - Orange Small",Bikini,MPPAK871,1,"Male_Power\PAK871OR.jpg","Male_Power\PAK871OR_Back.jpg"
MPPAK871-ORG-M,"Brazilian Pouch Bikini - Orange Medium",Bikini,MPPAK871,2,"Male_Power\PAK871OR.jpg","Male_Power\PAK871OR_Back.jpg"
MPPAK871-ORG-XL,"Brazilian Pouch Bikini - Orange X-Large",Bikini,MPPAK871,3,"Male_Power\PAK871OR.jpg","Male_Power\PAK871OR_Back.jpg"
MPPAK871-TRQ-S,"Brazilian Pouch Bikini - Turquoise Small",Bikini,MPPAK871,2,"Male_Power\PAK871TQ.jpg","Male_Power\PAK871TQ_Back.jpg"
MPPAK871-TRQ-L,"Brazilian Pouch Bikini - Turquoise Large",Bikini,MPPAK871,2,"Male_Power\PAK871TQ.jpg","Male_Power\PAK871TQ_Back.jpg"
MPPAK871-TRQ-XL,"Brazilian Pouch Bikini - Turquoise X-Large",Bikini,MPPAK871,2,"Male_Power\PAK871TQ.jpg","Male_Power\PAK871TQ_Back.jpg"
MPPAK872-BLK-S/M,"Mini Pouch Thong - Black Small/Medium",Thong,MPPAK872,3,"Male_Power\PAK872BK.jpg","Male_Power\PAK872BK_Back.jpg"
MPPAK872-BLK-L/XL,"Mini Pouch Thong - Black Large/X-Large",Thong,MPPAK872,2,"Male_Power\PAK872BK.jpg","Male_Power\PAK872BK_Back.jpg"
MPPAK872-LME-S/M,"Mini Pouch Thong - Lime Small/Medium",Thong,MPPAK872,1,"Male_Power\PAK872LM.jpg","Male_Power\PAK872LM_Back.jpg"
MPPAK872-LME-L/XL,"Mini Pouch Thong - Lime Large/X-Large",Thong,MPPAK872,2,"Male_Power\PAK872LM.jpg","Male_Power\PAK872LM_Back.jpg"
MPPAK872-ORG-S/M,"Mini Pouch Thong - Orange Small/Medium",Thong,MPPAK872,3,"Male_Power\PAK872OR.jpg","Male_Power\PAK872OR_Back.jpg"
MPPAK872-TRQ-S/M,"Mini Pouch Thong - Turqouise Small/Medium",Thong,MPPAK872,3,"Male_Power\PAK872TQ.jpg","Male_Power\PAK872TQ_Back.jpg"
MPPAK873-BLK-M,"Shirred Pouch Manty - Black Medium",Brief,MPPAK873,2,"Male_Power\PAK873BK.jpg","Male_Power\PAK873BK_Back.jpg"
MPPAK873-BLK-S,"Shirred Pouch Manty - Black Small",Brief,MPPAK873,2,"Male_Power\PAK873BK.jpg","Male_Power\PAK873BK_Back.jpg"
MPPAK873-BLK-L,"Shirred Pouch Manty - Black Large",Brief,MPPAK873,2,"Male_Power\PAK873BK.jpg","Male_Power\PAK873BK_Back.jpg"
MPPAK873-BLK-XL,"Shirred Pouch Manty - Black X-Large",Brief,MPPAK873,2,"Male_Power\PAK873BK.jpg","Male_Power\PAK873BK_Back.jpg"
MPPAK873-LME-S,"Shirred Pouch Manty - Lime Small",Brief,MPPAK873,2,"Male_Power\PAK873LM.jpg","Male_Power\PAK873LM_Back.jpg"
MPPAK873-LME-M,"Shirred Pouch Manty - Lime Medium",Brief,MPPAK873,2,"Male_Power\PAK873LM.jpg","Male_Power\PAK873LM_Back.jpg"
MPPAK873-LME-L,"Shirred Pouch Manty - Lime Large",Brief,MPPAK873,1,"Male_Power\PAK873LM.jpg","Male_Power\PAK873LM_Back.jpg"
MPPAK873-LME-XL,"Shirred Pouch Manty - Lime X-Large",Brief,MPPAK873,2,"Male_Power\PAK873LM.jpg","Male_Power\PAK873LM_Back.jpg"
MPPAK873-ORG-XL,"Shirred Pouch Manty - Orange X-Large",Brief,MPPAK873,1,"Male_Power\PAK873OR.jpg","Male_Power\PAK873OR_Back.jpg"
MPPAK873-ORG-L,"Shirred Pouch Manty - Orange Large",Brief,MPPAK873,2,"Male_Power\PAK873OR.jpg","Male_Power\PAK873OR_Back.jpg"
MPPAK873-ORG-S,"Shirred Pouch Manty - Orange Small",Brief,MPPAK873,2,"Male_Power\PAK873OR.jpg","Male_Power\PAK873OR_Back.jpg"
MPPAK873-TRQ-S,"Shirred Pouch Manty - Turqouise Small",Brief,MPPAK873,2,"Male_Power\PAK873TQ.jpg","Male_Power\PAK873TQ_Back.jpg"
MPPAK873-TRQ-M,"Shirred Pouch Manty - Turqouise Medium",Brief,MPPAK873,2,"Male_Power\PAK873TQ.jpg","Male_Power\PAK873TQ_Back.jpg"
