stock_code,parent_stock_type,parent_stock_code,stock_available
STM10781-WHT-L,Thong,STM10781,0,"STM\10781_WHITE_F"
STM10781-WHT-XL,Thong,STM10781,0,"STM\10781_WHITE_F"
STM10784-BLK-S,Bralette,STM10784,68,"STM\10784_BLACK_F"
STM10784-BLK-M,Bralette,STM10784,53,"STM\10784_BLACK_F"
STM10784-BLK-L,Bralette,STM10784,18,"STM\10784_BLACK_F"
STM10784-BLK-XL,Bralette,STM10784,0,"STM\10784_BLACK_F"
STM10784-WNE-S,Bralette,STM10784,2,"STM\10784_WINE_F"
STM10784-WNE-M,Bralette,STM10784,0,"STM\10784_WINE_F"
STM10784-WNE-L,Bralette,STM10784,16,"STM\10784_WINE_F"
STM10784-WNE-XL,Bralette,STM10784,0,"STM\10784_WINE_F"
STM10784X-BLK-1X/2X,Bralette,STM10784X,40,"STM\10784X_BLACK_F"
STM10784X-BLK-3X/4X,Bralette,STM10784X,53,"STM\10784X_BLACK_F"
STM10784X-WNE-1X/2X,Bralette,STM10784X,17,"STM\10784X_WINE_F"
STM10784X-WNE-3X/4X,Bralette,STM10784X,32,"STM\10784X_WINE_F"
STM10785-BLK-S,Knicker,STM10785,0,"STM\10785_BLACK_F"
STM10785-BLK-M,Knicker,STM10785,0,"STM\10785_BLACK_F"
STM10785-BLK-L,Knicker,STM10785,0,"STM\10785_BLACK_F"
STM10785-BLK-XL,Knicker,STM10785,102,"STM\10785_BLACK_F"
STM10785-WNE-M,Knicker,STM10785,0,"STM\10785_WINE_F"
STM10785-WNE-S,Knicker,STM10785,0,"STM\10785_WINE_F"
STM10785-WNE-L,Knicker,STM10785,0,"STM\10785_WINE_F"
STM10785-WNE-XL,Knicker,STM10785,171,"STM\10785_WINE_F"
STM10785X-BLK-1X/2X,Knicker,STM10785X,0,"STM\10785X_BLACK_F"
STM10785X-BLK-3X/4X,Knicker,STM10785X,9,"STM\10785X_BLACK_F"
STM10785X-WNE-1X/2X,Knicker,STM10785X,0,"STM\10785X_WINE_F"
STM10785X-WNE-3X/4X,Knicker,STM10785X,44,"STM\10785X_WINE_F"
STM10791XP-WNE-QS,Chemise,STM10791XP,0,"STM\10791XP_WINE_F"
STM10805P,Teddy,STM10805P,3,"STM\10805P_Burgundy_F.JPG","STM\10805P_Burgundy_B.JPG"
STM10813-GRN-S,"Bustiers & Corsets",STM10813,17,"STM\10813_Green_F"
STM10813-GRN-M,"Bustiers & Corsets",STM10813,0,"STM\10813_Green_F"
STM10813-GRN-L,"Bustiers & Corsets",STM10813,3,"STM\10813_Green_F"
STM10813-GRN-XL,"Bustiers & Corsets",STM10813,6,"STM\10813_Green_F"
STM10813X-GRN-1X/2X,"Bustiers & Corsets",STM10813X,4,"STM\10813X_Green_F"
STM10813X-GRN-3X/4X,"Bustiers & Corsets",STM10813X,5,"STM\10813X_Green_F"
STM10826P,Babydoll,STM10826P,4,"STM\10826P_Red_F"
STM10835-BLK-S,Knicker,STM10835,0,"STM\10835_Black_F"
STM10835-BLK-M,Knicker,STM10835,0,"STM\10835_Black_F"
STM10835-BLK-L,Knicker,STM10835,0,"STM\10835_Black_F"
STM10835-BLK-XL,Knicker,STM10835,0,"STM\10835_Black_F"
STM10835-RED-S,Knicker,STM10835,0,"STM\10835_Red_F"
STM10835-RED-M,Knicker,STM10835,0,"STM\10835_Red_F"
STM10835-RED-L,Knicker,STM10835,0,"STM\10835_Red_F"
STM10835-RED-XL,Knicker,STM10835,1,"STM\10835_Red_F"
STM10835-WHT-S,Knicker,STM10835,0,"STM\10835_White_F"
STM10835-WHT-M,Knicker,STM10835,0,"STM\10835_White_F"
STM10835-WHT-L,Knicker,STM10835,0,"STM\10835_White_F"
STM10835-WHT-XL,Knicker,STM10835,0,"STM\10835_White_F"
STM10835X-RED-1X/2X,Knicker,STM10835X,18,"STM\10835X_Red_F"
STM10835X-RED-3X/4X,Knicker,STM10835X,20,"STM\10835X_Red_F"
STM10835X-BLK-1X/2X,Knicker,STM10835X,13,"STM\10835X_Black_F"
STM10835X-BLK-3X/4X,Knicker,STM10835X,13,"STM\10835X_Black_F"
STM10835X-WHT-1X/2X,Knicker,STM10835X,6,"STM\10835X_White_F"
STM10835X-WHT-3X/4X,Knicker,STM10835X,9,"STM\10835X_White_F"
STM10836-BLK-S,Knicker,STM10836,37,"STM\10836_Black_F"
STM10836-BLK-M,Knicker,STM10836,43,"STM\10836_Black_F"
STM10836-BLK-L,Knicker,STM10836,42,"STM\10836_Black_F"
STM10836-BLK-XL,Knicker,STM10836,27,"STM\10836_Black_F"
STM10836-PNK-S,Knicker,STM10836,0,"STM\10836_Pink_F"
STM10836-PNK-M,Knicker,STM10836,0,"STM\10836_Pink_F"
STM10836-PNK-L,Knicker,STM10836,0,"STM\10836_Pink_F"
STM10836-PNK-XL,Knicker,STM10836,0,"STM\10836_Pink_F"
STM10836-RED-S,Knicker,STM10836,48,"STM\10836_Red_F"
STM10836-RED-M,Knicker,STM10836,32,"STM\10836_Red_F"
STM10836-RED-L,Knicker,STM10836,43,"STM\10836_Red_F"
STM10836-RED-XL,Knicker,STM10836,48,"STM\10836_Red_F"
STM10836X-BLK-1X/2X,Knicker,STM10836X,42,"STM\10836X_Black_F_3"
STM10836X-BLK-3X/4X,Knicker,STM10836X,38,"STM\10836X_Black_F_2"
STM10836X-PNK-1X/2X,Knicker,STM10836X,2,"STM\10836X_Pink_F"
STM10836X-PNK-3X/4X,Knicker,STM10836X,2,"STM\10836X_Pink_F"
STM10836X-RED-1X/2X,Knicker,STM10836X,25,"STM\10836X_Red_F"
STM10836X-RED-3X/4X,Knicker,STM10836X,45,"STM\10836X_Red_F"
STM10844XP,Chemise,STM10844XP,0,"STM\10844PX_Red_F"
STM10846P,Teddy,STM10846P,6,"STM\10846P_BLACK_F"
STM10846XP,Teddy,STM10846XP,1,"STM\10846XP_BLACK_F"
STM10851P-WHT-OS,Chemise,STM10851P,4,"STM\10851P_WHITE_F"
STM10851P-BLK-OS,Chemise,STM10851P,57,"STM\10851P_BLACK_F.jpg","STM\10851P_BLACK_B.jpg"
STM10851XP-BLK-QUEEN,Chemise,STM10851XP-BLK-QUEEN,0
STM10851XP-WHT-QUEEN,Chemise,STM10851XP,24,"STM\10851X_WHITE_F.jpg","STM\10851X_WHITE_B.jpg"
STM10867-BLK-S,Babydoll,STM10867,25,"STM\10867_BLACK_F"
STM10867-BLK-M,Babydoll,STM10867,0,"STM\10867_BLACK_F"
STM10867-BLK-L,Babydoll,STM10867,4,"STM\10867_BLACK_F"
STM10867-BLK-XL,Babydoll,STM10867,7,"STM\10867_BLACK_F"
STM10867-RED-S,Babydoll,STM10867,15,"STM\10867_RED_F"
STM10867-RED-M,Babydoll,STM10867,33,"STM\10867_RED_F"
STM10867-RED-L,Babydoll,STM10867,33,"STM\10867_RED_F"
STM10867-RED-XL,Babydoll,STM10867,14,"STM\10867_RED_F"
STM10867-TEA-S,Babydoll,STM10867,0,"STM\10867_TEAL_F"
STM10867-TEA-L,Babydoll,STM10867,7,"STM\10867_TEAL_F"
STM10867-TEA-M,Babydoll,STM10867,1,"STM\10867_TEAL_F"
STM10867-TEA-XL,Babydoll,STM10867,2,"STM\10867_TEAL_F"
STM10867-WHT-S,Babydoll,STM10867,0,"STM\10867_WHITE_F"
STM10867-WHT-M,Babydoll,STM10867,5,"STM\10867_WHITE_F"
STM10867-WHT-L,Babydoll,STM10867,4,"STM\10867_WHITE_F"
STM10867-WHT-XL,Babydoll,STM10867,4,"STM\10867_WHITE_F"
STM10867X-BLK-1X/2X,Babydoll,STM10867X,0,"STM\10867X_BLACK_F"
STM10867X-BLK-3X/4X,Babydoll,STM10867X,0,"STM\10867X_BLACK_F"
STM10867X-RED-1X/2X,Babydoll,STM10867X,0,"STM\10867X_RED_F"
STM10867X-RED-3X/4X,Babydoll,STM10867X,0,"STM\10867X_RED_F"
STM10867X-TEA-1X/2X,Babydoll,STM10867X,6,"STM\10867X_TEAL_F"
STM10867X-TEA-3X/4X,Babydoll,STM10867X,6,"STM\10867X_TEAL_F"
STM10867X-WHT-1X/2X,Babydoll,STM10867X,6,"STM\10867X_WHITE_F"
STM10867X-WHT-3X/4X,Babydoll,STM10867X,4,"STM\10867X_WHITE_F"
STM10880-BLK-S,"Bustiers & Corsets",STM10880,1,"STM\10880_BLACK_F"
STM10883X,Bralette,STM10883X,0,"STM\10883X_10884X_BLACK_F"
STM10884-BLK-L,Thong,STM10884,2,"STM\10883_10884_BLACK_F"
STM10884-BLK-XL,Thong,STM10884,4,"STM\10883_10884_BLACK_F"
STM10884X-PUR-1X/2X,Thong,STM10884X,2,"STM\10883X_10884X_PURPLE_F"
STM10884X-PUR-3X/4X,Thong,STM10884X,1,"STM\10883X_10884X_PURPLE_F"
STM10901-BLK-S,Knicker,STM10901,1,"STM\10901_BLACK_F"
STM10901-BLK-M,Knicker,STM10901,1,"STM\10901_BLACK_F"
STM10901-BLK-L,Knicker,STM10901,2,"STM\10901_BLACK_F"
STM10901-BLK-XL,Knicker,STM10901,0,"STM\10901_BLACK_F"
STM10901-CHA-S,Knicker,STM10901,1,"STM\10901_CHARTREUSE_F"
STM10901-CHA-M,Knicker,STM10901,1,"STM\10901_CHARTREUSE_F"
STM10901-RED-S,Knicker,STM10901,6,"STM\10901_RED_F"
STM10901-RED-M,Knicker,STM10901,4,"STM\10901_RED_F"
STM10901-RED-L,Knicker,STM10901,4,"STM\10901_RED_F"
STM10901-RED-XL,Knicker,STM10901,4,"STM\10901_RED_F"
STM10901-WHT-S,Knicker,STM10901,1,"STM\10901_WHITE_F"
STM10901-WHT-M,Knicker,STM10901,1,"STM\10901_WHITE_F"
STM10901-WHT-XL,Knicker,STM10901,1,"STM\10901_WHITE_F"
STM10901-CHA-L,Knicker,STM10901,0,"STM\10901_CHARTREUSE_F"
STM10901-CHA-XL,Knicker,STM10901,0,"STM\10901_CHARTREUSE_F"
STM10901-WHT-L,Knicker,STM10901,0,"STM\10901_WHITE_F"
STM10901X-BLK-1X/2X,Knicker,STM10901X,0,"STM\10901X_BLACK_F"
STM10901X-BLK-3X/4X,Knicker,STM10901X,6,"STM\10901X_BLACK_F"
STM10901X-CHA-1X/2X,Knicker,STM10901X,1,"STM\10901X_CHARTREUSE_F"
STM10901X-CHA-3X/4X,Knicker,STM10901X,2,"STM\10901X_CHARTREUSE_F"
STM10901X-RED-1X/2X,Knicker,STM10901X,8,"STM\10901X_RED_F"
STM10901X-RED-3X/4X,Knicker,STM10901X,6,"STM\10901X_RED_F"
STM10901X-WHT-3X/4X,Knicker,STM10901X,2,"STM\10901X_WHITE_F"
STM10901X-WHT-1X/2X,Knicker,STM10901X,1,"STM\10901X_WHITE_F"
STM10902-BLK-L,Bikini,STM10902,5,"STM\10902_BLACK_F"
STM10902-BLK-XL,Bikini,STM10902,8,"STM\10902_BLACK_F"
STM10902-PLM-XL,Bikini,STM10902,1,"STM\10902_WINE_F"
STM10902-RED-L,Bikini,STM10902,6,"STM\10902_RED_F"
STM10902-RED-XL,Bikini,STM10902,5,"STM\10902_RED_F"
STM10902-WHT-S,Bikini,STM10902,2,"STM\10902_WHITE_F"
STM10902-WHT-L,Bikini,STM10902,1,"STM\10902_WHITE_F"
STM10902X-PLM-1X/2X,Bikini,STM10902X,1,"STM\10902X_WINE_F"
STM10902X-PLM-3X/4X,Bikini,STM10902X,1,"STM\10902X_WINE_F"
STM10902X-BLK-1X/2X,Bikini,STM10902X,8,"STM\10902X_BLACK_F"
STM10902X-BLK-3X/4X,Bikini,STM10902X,5,"STM\10902X_BLACK_F"
STM10902X-RED-1X/2X,Bikini,STM10902X,3,"STM\10902X_RED_F"
STM10902X-RED-3X/4X,Bikini,STM10902X,4,"STM\10902X_RED_F"
STM10902X-WHT-1X/2X,Bikini,STM10902X,1,"STM\10902X_WHITE_F"
STM10916-RED-S,Chemise,STM10916,0,"STM\10916_F"
STM10916-RED-M,Chemise,STM10916,0,"STM\10916_F"
STM10916-RED-L,Chemise,STM10916,0,"STM\10916_F"
STM10916-RED-XL,Chemise,STM10916,0,"STM\10916_F"
STM10916X-RED-1X/2X,Chemise,STM10916X,0,"STM\10916X_F"
STM10916X-RED-3X/4X,Chemise,STM10916X,0,"STM\10916X_F"
STM10921-BLK-S,"Bra Set",STM10921,0,"STM\10921_BLACK_F"
STM10921-BLK-M,"Bra Set",STM10921,0,"STM\10921_BLACK_F"
STM10921-BLK-L,"Bra Set",STM10921,0,"STM\10921_BLACK_F"
STM10921-BLK-XL,"Bra Set",STM10921,1,"STM\10921_BLACK_F"
STM10921-WNE-S,"Bra Set",STM10921,126,"STM\10921_WINE_F"
STM10921-WNE-M,"Bra Set",STM10921,85,"STM\10921_WINE_F"
STM10921-WNE-L,"Bra Set",STM10921,59,"STM\10921_WINE_F"
STM10921-WNE-XL,"Bra Set",STM10921,65,"STM\10921_WINE_F"
STM10921X-BLK-1X/2X,"Bra Set",STM10921X,1,"STM\10921X_BLACK_F"
STM10921X-BLK-3X/4X,"Bra Set",STM10921X,1,"STM\10921X_BLACK_F"
STM10921X-WNE-1X/2X,"Bra Set",STM10921X,0,"STM\10921X_WINE_F"
STM10921X-WNE-3X/4X,"Bra Set",STM10921X,0,"STM\10921X_WINE_F"
STM10925-BLK-S,"Bustiers & Corsets",STM10925,0,"STM\10925_BLACK_F"
STM10925-BLK-M,"Bustiers & Corsets",STM10925,2,"STM\10925_BLACK_F"
STM10925-BLK-L,"Bustiers & Corsets",STM10925,0,"STM\10925_BLACK_F"
STM10925-BLK-XL,"Bustiers & Corsets",STM10925,0,"STM\10925_BLACK_F"
STM10925-GRN-S,"Bustiers & Corsets",STM10925,18,"STM\10925_GREEN_F"
STM10925-GRN-M,"Bustiers & Corsets",STM10925,23,"STM\10925_GREEN_F"
STM10925-GRN-L,"Bustiers & Corsets",STM10925,52,"STM\10925_GREEN_F"
STM10925-GRN-XL,"Bustiers & Corsets",STM10925,18,"STM\10925_GREEN_F"
STM10925X-BLK-1X/2X,"Bustiers & Corsets",STM10925X,7,"STM\10925X_BLACK_F"
STM10925X-BLK-3X/4X,"Bustiers & Corsets",STM10925X,3,"STM\10925X_BLACK_F"
STM10925X-GRN-1X/2X,"Bustiers & Corsets",STM10925X,0,"STM\10925X_GREEN_F"
STM10925X-GRN-3X/4X,"Bustiers & Corsets",STM10925X-GRN-3X/4X,0,"STM\10925X_GREEN_F"
STM10926-BLK-S,"Bra Set",STM10926,1,"STM\10926_BLACK_F"
STM10926-BLK-M,"Bra Set",STM10926,1,"STM\10926_BLACK_F"
STM10926-BLK-L,"Bra Set",STM10926,0,"STM\10926_BLACK_F"
STM10926-BLK-XL,"Bra Set",STM10926,0,"STM\10926_BLACK_F"
STM10926-RED-S,"Bra Set",STM10926,0,"STM\10926_RED_F"
STM10926-RED-M,"Bra Set",STM10926,0,"STM\10926_RED_F"
STM10926-RED-L,"Bra Set",STM10926,0,"STM\10926_RED_F"
STM10926-RED-XL,"Bra Set",STM10926,0,"STM\10926_RED_F"
STM10926X-BLK-1X/2X,"Bra Set",STM10926X,0,"STM\10926X_BLACK_F"
STM10926X-BLK-3X/4X,"Bra Set",STM10926X,24,"STM\10926X_BLACK_F"
STM10926X-RED-1X/2X,"Bra Set",STM10926X,24,"STM\10926X_RED_F"
STM10926X-RED-3X/4X,"Bra Set",STM10926X,0,"STM\10926X_RED_F"
STM10929,Garterbelt,STM10929,0,"STM\10929_BLACK_F"
STM10929X-RED-1X/2X,Garterbelt,STM10929X,4,"STM\10929XP_RED_F"
STM10929X-RED-3X/4X,Garterbelt,STM10929X,4,"STM\10929XP_RED_F"
STM10929X-BLK-1X/2X,Garterbelt,STM10929X,1,"STM\10929XP_BLACK_F"
STM10929X-BLK-3X/4X,Garterbelt,STM10929X,5,"STM\10929XP_BLACK_F"
STM10932XP,"Bedroom Costume",STM10932XP,2,"STM\10932XP_F"
STM10934P-BLK-OS,Babydoll,STM10934P,6,"STM\10934P_BLACK_F"
STM10934P-RED-OS,Babydoll,STM10934P,10,"STM\10934P_RED_F"
STM10934XP-RED-QUEEN,Babydoll,STM10934XP,0,"STM\10934XP_RED_F"
STM10934XP-BLK-QUEEN,Babydoll,STM10934XP,0,"STM\10934XP_BLACK_F"
STM10935-BLK-S,Thong,STM10935,0,"STM\10935_BLACK_F"
STM10935-BLK-M,Thong,STM10935,12,"STM\10935_BLACK_F"
STM10935-BLK-L,Thong,STM10935,0,"STM\10935_BLACK_F"
STM10935-BLK-XL,Thong,STM10935,12,"STM\10935_BLACK_F"
STM10935-HPNK-S,Thong,STM10935,2,"STM\10935_PINK_F"
STM10935-HPNK-M,Thong,STM10935,8,"STM\10935_PINK_F"
STM10935-HPNK-L,Thong,STM10935,10,"STM\10935_PINK_F"
STM10935-HPNK-XL,Thong,STM10935,17,"STM\10935_PINK_F"
STM10935-RED-S,Thong,STM10935,2,"STM\10935_RED_F"
STM10935-RED-M,Thong,STM10935,0,"STM\10935_RED_F"
STM10935-RED-L,Thong,STM10935,0,"STM\10935_RED_F"
STM10935-RED-XL,Thong,STM10935,14,"STM\10935_RED_F"
STM10935X-HPNK-1X/2X,Thong,STM10935X,3,"STM\10935X_PINK_F"
STM10935X-HPNK-3X/4X,Thong,STM10935X,4,"STM\10935X_PINK_F"
STM10935X-BLK-1X/2X,Thong,STM10935X,2,"STM\10935X_BLACK_F"
STM10935X-BLK-3X/4X,Thong,STM10935X,3,"STM\10935X_BLACK_F"
STM10935X-RED-1X/2X,Thong,STM10935X,5,"STM\10935X_RED_F"
STM10935X-RED-3X/4X,Thong,STM10935X,0,"STM\10935X_RED_F"
STM10936-BLK-S,Knicker,STM10936,7,"STM\10936_BLACK_F"
STM10936-BLK-M,Knicker,STM10936,11,"STM\10936_BLACK_F"
STM10936-BLK-L,Knicker,STM10936,8,"STM\10936_BLACK_F"
STM10936-BLK-XL,Knicker,STM10936,5,"STM\10936_BLACK_F"
STM10936-GRN-S,Knicker,STM10936,6,"STM\10936_GREEN_F"
STM10936-GRN-M,Knicker,STM10936,4,"STM\10936_GREEN_F"
STM10936-GRN-L,Knicker,STM10936,12,"STM\10936_GREEN_F"
STM10936-GRN-XL,Knicker,STM10936,6,"STM\10936_GREEN_F"
STM10936X-GRN-1X/2X,Knicker,STM10936X,3,"STM\10936X_GREEN_F"
STM10936X-GRN-3X/4X,Knicker,STM10936X,0,"STM\10936X_GREEN_F"
STM10936X-BLK-1X/2X,Knicker,STM10936X,3,"STM\10936X_BLACK_F"
STM10936X-BLK-3X/4X,Knicker,STM10936X,0,"STM\10936X_BLACK_F"
STM10937,Knicker,STM10937,0,"STM\10937_BLACK_F"
STM10937X-RED-1X/2X,Knicker,STM10937X,6,"STM\10937X_RED_F"
STM10937X-WHT-1X/2X,Knicker,STM10937X,4,"STM\10937X_WHITE_F"
STM10937X-WHT-3X/4X,Knicker,STM10937X,5,"STM\10937X_WHITE_F"
STM10940-BLK-S,Teddy,STM10940,16,"STM\10940_BLACK_02_F"
STM10940-BLK-M,Teddy,STM10940,10,"STM\10940_BLACK_02_F"
STM10940-BLK-XL,Teddy,STM10940,9,"STM\10940_BLACK_02_F"
STM10940-BLK-L,Teddy,STM10940,39,"STM\10940_BLACK_02_F"
STM10940-GRN-S,Teddy,STM10940,0,"STM\10940_GREEN_01_F"
STM10940-GRN-M,Teddy,STM10940,0,"STM\10940_GREEN_01_F"
STM10940-GRN-L,Teddy,STM10940,0,"STM\10940_GREEN_01_F"
STM10940-GRN-XL,Teddy,STM10940,4,"STM\10940_GREEN_01_F"
STM10940X-BLK-1X/2X,Teddy,STM10940X,1,"STM\10940X_BLACK_01_F"
STM10940X-BLK-3X/4X,Teddy,STM10940X,0,"STM\10940X_BLACK_01_F"
STM10940X-GRN-1X/2X,Teddy,STM10940X,1,"STM\10940X_GREEN_01_F"
STM10940X-GRN-3X/4X,Teddy,STM10940X,0,"STM\10940X_GREEN_01_F"
STM10943-BLK-M/L,Garterbelt,STM10943,216,"STM\10943_BLACK_F"
STM10943-BLK-S/M,Garterbelt,STM10943,352,"STM\10943_BLACK_F"
STM10943-RED-S/M,Garterbelt,STM10943,6,"STM\10943_RED_F"
STM10943-RED-M/L,Garterbelt,STM10943,10,"STM\10943_RED_F"
STM10943X-BLK-1X/2X,Garterbelt,STM10943X,112,"STM\10943X_BLACK_F"
STM10943X-BLK-3X/4X,Garterbelt,STM10943X-BLK-3X/4X,198,"STM\10943X_BLACK_F"
STM10943X-RED-1X/2X,Garterbelt,STM10943X,2,"STM\10943X_RED_F"
STM10943X-RED-3X/4X,Garterbelt,STM10943X,0,"STM\10943X_RED_F"
STM10957P-BLK-OS,Knicker,STM10957P,0,"STM\10957P_BLACK_F"
STM10957P-WHT-OS,Knicker,STM10957P,3,"STM\10957P_WHITE_F"
STM10957P-RED-OS,Knicker,STM10957P,331,"STM\10957P_RED_F"
STM10957XP-BLK-QUEEN,Knicker,STM10957XP,299,"STM\10957XP_BLACK_F"
STM10957XP-WHT-QUEEN,Knicker,STM10957XP,1,"STM\10957XP_WHITE_F"
STM10957XP-RED-QUEEN,Knicker,STM10957XP,59,"STM\10957XP_RED_F"
STM10958-BLK-S,"Bra Set",STM10958,24,"STM\10958_F"
STM10958-BLK-M,"Bra Set",STM10958,24,"STM\10958_F"
STM10958-BLK-L,"Bra Set",STM10958,0,"STM\10958_F"
STM10958-BLK-XL,"Bra Set",STM10958,41,"STM\10958_F"
STM10959-BLK-S,Teddy,STM10959,0,"STM\10959_F"
STM10959-BLK-M,Teddy,STM10959,0,"STM\10959_F"
STM10959-BLK-L,Teddy,STM10959,0,"STM\10959_F"
STM10959-BLK-XL,Teddy,STM10959,36,"STM\10959_F"
STM10959X-BLK-1X/2X,Teddy,STM10959X,19,"STM\10959X_F"
STM10959X-BLK-3X/4X,Teddy,STM10959X,42,"STM\10959X_F"
STM10960XP,"Bustiers & Corsets",STM10960XP,0,"STM\10960XP_F"
STM10961-BLK-XL,"Bustiers & Corsets",STM10961,3,"STM\10961_F"
STM10961X-BLK-1X/2X,"Bustiers & Corsets",STM10961X,1,"STM\10961X_F"
STM10962P,Boyshort,STM10962P,0,"STM\10962P_F"
STM10962XP,Boyshort,STM10962XP,1,"STM\10962XP_F"
STM10964P,Bodysuit,STM10964P,0,"STM\10964P_F"
STM10964XP,Bodysuit,STM10964XP,1,"STM\10964XP_F"
STM10970-PNK/GLD-S,"Bra Set",STM10970,1,"STM\10970_F_03"
STM10970-PNK/GLD-M,"Bra Set",STM10970,1,"STM\10970_F_03"
STM10970-PNK/GLD-L,"Bra Set",STM10970,1,"STM\10970_F_03"
STM10970-PNK/GLD-XL,"Bra Set",STM10970,1,"STM\10970_F_03"
STM10970X,"Bra Set",STM10970X,0,"STM\10970X_F_02"
STM10972-BLK-S,Babydoll,STM10972,1,"STM\10972_BLACK_F"
STM10972-BLK-M,Babydoll,STM10972,1,"STM\10972_BLACK_F"
STM10972-BLK-L,Babydoll,STM10972,1,"STM\10972_BLACK_F"
STM10972-BLK-XL,Babydoll,STM10972,0,"STM\10972_BLACK_F"
STM10972-WNE-S,Babydoll,STM10972,0,"STM\10972_WINE_F"
STM10972-WNE-M,Babydoll,STM10972,1,"STM\10972_WINE_F"
STM10972-WNE-L,Babydoll,STM10972,0,"STM\10972_WINE_F"
STM10972-WNE-XL,Babydoll,STM10972,0,"STM\10972_WINE_F"
STM10972X-BLK-1X/2X,Babydoll,STM10972X,24,"STM\10972X_BLACK_F"
STM10972X-BLK-3X/4X,Babydoll,STM10972X,0,"STM\10972X_BLACK_F"
STM10972X-WNE-1X/2X,Babydoll,STM10972X,0,"STM\10972X_WINE_F"
STM10972X-WNE-3X/4X,Babydoll,STM10972X,0,"STM\10972X_WINE_F"
STM10982-LIL-S,"Cami Set",STM10982,1,"STM\10982_LILAC_F"
STM10982-LIL-M,"Cami Set",STM10982,2,"STM\10982_LILAC_F"
STM10982-LIL-XL,"Cami Set",STM10982,1,"STM\10982_LILAC_F"
STM10982X-BLK-3X/4X,"Cami Set",STM10982X,1,"STM\10982X_BLACK_F"
STM10984-BLK-S,Knicker,STM10984,0,"STM\10984_BLACK_F"
STM10984-BLK-M,Knicker,STM10984,0,"STM\10984_BLACK_F"
STM10984-BLK-L,Knicker,STM10984,1,"STM\10984_BLACK_F"
STM10984-BLK-XL,Knicker,STM10984,0,"STM\10984_BLACK_F"
STM10984-BLSH-S,Knicker,STM10984,8,"STM\10984_BLUSH_F"
STM10984-BLSH-M,Knicker,STM10984,1,"STM\10984_BLUSH_F"
STM10984-BLSH-L,Knicker,STM10984,0,"STM\10984_BLUSH_F"
STM10984-BLSH-XL,Knicker,STM10984,0,"STM\10984_BLUSH_F"
STM10984-WHT-S,Knicker,STM10984,0,"STM\10984_WHITE_F"
STM10984-WHT-M,Knicker,STM10984,0,"STM\10984_WHITE_F"
STM10984-WHT-L,Knicker,STM10984,0,"STM\10984_WHITE_F"
STM10984-WHT-XL,Knicker,STM10984,0,"STM\10984_WHITE_F"
STM10984X-BLK-1X/2X,Knicker,STM10984X,0,"STM\10984X_BLACK_F"
STM10984X-BLK-3X/4X,Knicker,STM10984X,0,"STM\10984X_BLACK_F"
STM10984X-BLSH-1X/2X,Knicker,STM10984X,0,"STM\10984X_BLUSH_F"
STM10984X-BLSH-3X/4X,Knicker,STM10984X,0,"STM\10984X_BLUSH_F"
STM10984X-WHT-1X/2X,Knicker,STM10984X,0,"STM\10984X_WHITE_F"
STM10984X-WHT-3X/4X,Knicker,STM10984X,0,"STM\10984X_WHITE_F"
STM10985-BLK-S,Thong,STM10985,1,"STM\10985_BLACK_F"
STM10985-BLK-M,Thong,STM10985,3,"STM\10985_BLACK_F"
STM10985-BLK-L,Thong,STM10985,1,"STM\10985_BLACK_F"
STM10985-BLK-XL,Thong,STM10985,0,"STM\10985_BLACK_F"
STM10985-PNK-S,Thong,STM10985,2,"STM\10985_PINK_F"
STM10985-PNK-M,Thong,STM10985,3,"STM\10985_PINK_F"
STM10985-PNK-L,Thong,STM10985,0,"STM\10985_PINK_F"
STM10985-PNK-XL,Thong,STM10985,2,"STM\10985_PINK_F"
STM10985-PLM-S,Thong,STM10985,2,"STM\10985_PLUM_F"
STM10985-PLM-M,Thong,STM10985,2,"STM\10985_PLUM_F"
STM10985-PLM-XL,Thong,STM10985,1,"STM\10985_PLUM_F"
STM10985-PLM-L,Thong,STM10985,1,"STM\10985_PLUM_F"
STM10985-WHT-S,Thong,STM10985,2,"STM\10985_WHITE_F"
STM10985-WHT-M,Thong,STM10985,2,"STM\10985_WHITE_F"
STM10985-WHT-L,Thong,STM10985,2,"STM\10985_WHITE_F"
STM10985-WHT-XL,Thong,STM10985,1,"STM\10985_WHITE_F"
STM10985X-BLK-1X/2X,Thong,STM10985X,0,"STM\10985X_BLACK_F"
STM10985X-BLK-3X/4X,Thong,STM10985X,0,"STM\10985X_BLACK_F"
STM10985X-PNK-1X/2X,Thong,STM10985X,0,"STM\10985X_PINK_F"
STM10985X-PNK-3X/4X,Thong,STM10985X,0,"STM\10985X_PINK_F"
STM10985X-PLM-1X/2X,Thong,STM10985X,0,"STM\10985X_PLUM_F"
STM10985X-PLM-3X/4X,Thong,STM10985X,1,"STM\10985X_PLUM_F"
STM10985X-WHT-1X/2X,Thong,STM10985X,2,"STM\10985X_WHITE_F"
STM10985X-WHT-3X/4X,Thong,STM10985X,0,"STM\10985X_WHITE_F"
STM10986-BLK-S,Bikini,STM10986,2,"STM\10986_BLACK_F"
STM10986-BLK-M,Bikini,STM10986,2,"STM\10986_BLACK_F"
STM10986-BLK-L,Bikini,STM10986,3,"STM\10986_BLACK_F"
STM10986-BLK-XL,Bikini,STM10986,0,"STM\10986_BLACK_F"
STM10986-MNT-S,Bikini,STM10986,2,"STM\10986_MINT_F"
