stock_code,parent_stock_type,parent_stock_code,stock_available
MPPAK872-LME-S/M,Thong,MPPAK872,1,"Male_Power\PAK872LM.jpg","Male_Power\PAK872LM_Back.jpg"
MPPAK872-LME-L/XL,Thong,MPPAK872,2,"Male_Power\PAK872LM.jpg","Male_Power\PAK872LM_Back.jpg"
MPPAK872-ORG-S/M,Thong,MPPAK872,3,"Male_Power\PAK872OR.jpg","Male_Power\PAK872OR_Back.jpg"
MPPAK872-TRQ-S/M,Thong,MPPAK872,3,"Male_Power\PAK872TQ.jpg","Male_Power\PAK872TQ_Back.jpg"
MPPAK873-BLK-M,Brief,MPPAK873,2,"Male_Power\PAK873BK.jpg","Male_Power\PAK873BK_Back.jpg"
MPPAK873-BLK-S,Brief,MPPAK873,2,"Male_Power\PAK873BK.jpg","Male_Power\PAK873BK_Back.jpg"
MPPAK873-BLK-L,Brief,MPPAK873,2,"Male_Power\PAK873BK.jpg","Male_Power\PAK873BK_Back.jpg"
MPPAK873-BLK-XL,Brief,MPPAK873,2,"Male_Power\PAK873BK.jpg","Male_Power\PAK873BK_Back.jpg"
MPPAK873-LME-S,Brief,MPPAK873,2,"Male_Power\PAK873LM.jpg","Male_Power\PAK873LM_Back.jpg"
MPPAK873-LME-M,Brief,MPPAK873,2,"Male_Power\PAK873LM.jpg","Male_Power\PAK873LM_Back.jpg"
MPPAK873-LME-L,Brief,MPPAK873,1,"Male_Power\PAK873LM.jpg","Male_Power\PAK873LM_Back.jpg"
MPPAK873-LME-XL,Brief,MPPAK873,2,"Male_Power\PAK873LM.jpg","Male_Power\PAK873LM_Back.jpg"
MPPAK873-ORG-XL,Brief,MPPAK873,1,"Male_Power\PAK873OR.jpg","Male_Power\PAK873OR_Back.jpg"
MPPAK873-ORG-L,Brief,MPPAK873,2,"Male_Power\PAK873OR.jpg","Male_Power\PAK873OR_Back.jpg"
MPPAK873-ORG-S,Brief,MPPAK873,2,"Male_Power\PAK873OR.jpg","Male_Power\PAK873OR_Back.jpg"
MPPAK873-TRQ-S,Brief,MPPAK873,2,"Male_Power\PAK873TQ.jpg","Male_Power\PAK873TQ_Back.jpg"
MPPAK873-TRQ-M,Brief,MPPAK873,2,"Male_Power\PAK873TQ.jpg","Male_Power\PAK873TQ_Back.jpg"
MPPAK873-TRQ-L,Brief,MPPAK873,2,"Male_Power\PAK873TQ.jpg","Male_Power\PAK873TQ_Back.jpg"
MPPAK873-TRQ-XL,Brief,MPPAK873,2,"Male_Power\PAK873TQ.jpg","Male_Power\PAK873TQ_Back.jpg"
MPPAK874-BLK-S,Thong,MPPAK874,3,"Male_Power\PAK874BK.jpg","Male_Power\PAK874BK_Back.jpg"
MPPAK874-BLK-M,Thong,MPPAK874,3,"Male_Power\PAK874BK.jpg","Male_Power\PAK874BK_Back.jpg"
MPPAK874-BLK-L,Thong,MPPAK874,6,"Male_Power\PAK874BK.jpg","Male_Power\PAK874BK_Back.jpg"
MPPAK874-BLK-XL,Thong,MPPAK874,4,"Male_Power\PAK874BK.jpg","Male_Power\PAK874BK_Back.jpg"
MPPAK874-LME-S,Thong,MPPAK874,2,"Male_Power\PAK874LM.jpg","Male_Power\PAK874LM_Back.jpg"
MPPAK874-LME-M,Thong,MPPAK874,2,"Male_Power\PAK874LM.jpg","Male_Power\PAK874LM_Back.jpg"
MPPAK874-LME-L,Thong,MPPAK874,2,"Male_Power\PAK874LM.jpg","Male_Power\PAK874LM_Back.jpg"
MPPAK874-LME-XL,Thong,MPPAK874,2,"Male_Power\PAK874LM.jpg","Male_Power\PAK874LM_Back.jpg"
MPPAK874-ORG-S,Thong,MPPAK874,2,"Male_Power\PAK874OR.jpg","Male_Power\PAK874OR_Back.jpg"
MPPAK874-ORG-M,Thong,MPPAK874,1,"Male_Power\PAK874OR.jpg","Male_Power\PAK874OR_Back.jpg"
MPPAK874-ORG-L,Thong,MPPAK874,3,"Male_Power\PAK874OR.jpg","Male_Power\PAK874OR_Back.jpg"
MPPAK874-ORG-XL,Thong,MPPAK874,2,"Male_Power\PAK874OR.jpg","Male_Power\PAK874OR_Back.jpg"
MPPAK874-TRQ-XL,Thong,MPPAK874,4,"Male_Power\PAK874TQ.jpg","Male_Power\PAK874TQ_Back.jpg"
MPPAK875-BLK-M,Shorts,MPPAK875,2,"Male_Power\PAK875BK.jpg","Male_Power\PAK875BK_Back.jpg"
MPPAK875-BLK-L,Shorts,MPPAK875,2,"Male_Power\PAK875BK.jpg","Male_Power\PAK875BK_Back.jpg"
MPPAK875-BLK-XL,Shorts,MPPAK875,2,"Male_Power\PAK875BK.jpg","Male_Power\PAK875BK_Back.jpg"
MPPAK875-LME-M,Shorts,MPPAK875,2,"Male_Power\PAK875LM.jpg","Male_Power\PAK875LM_Back.jpg"
MPPAK875-LME-L,Shorts,MPPAK875,1,"Male_Power\PAK875LM.jpg","Male_Power\PAK875LM_Back.jpg"
MPPAK875-LME-XL,Shorts,MPPAK875,2,"Male_Power\PAK875LM.jpg","Male_Power\PAK875LM_Back.jpg"
MPPAK875-ORG-S,Shorts,MPPAK875,2,"Male_Power\PAK875OR.jpg","Male_Power\PAK875OR_Back.jpg"
MPPAK875-ORG-M,Shorts,MPPAK875,2,"Male_Power\PAK875OR.jpg","Male_Power\PAK875OR_Back.jpg"
MPPAK875-ORG-L,Shorts,MPPAK875,2,"Male_Power\PAK875OR.jpg","Male_Power\PAK875OR_Back.jpg"
MPPAK875-ORG-XL,Shorts,MPPAK875,2,"Male_Power\PAK875OR.jpg","Male_Power\PAK875OR_Back.jpg"
MPPAK875-TRQ-S,Shorts,MPPAK875,1,"Male_Power\PAK875TQ.jpg","Male_Power\PAK875TQ_Back.jpg"
MPPAK875-TRQ-M,Shorts,MPPAK875,2,"Male_Power\PAK875TQ.jpg","Male_Power\PAK875TQ_Back.jpg"
MPPAK875-TRQ-L,Shorts,MPPAK875,2,"Male_Power\PAK875TQ.jpg","Male_Power\PAK875TQ_Back.jpg"
MPPAK875-TRQ-XL,Shorts,MPPAK875,1,"Male_Power\PAK875TQ.jpg","Male_Power\PAK875TQ_Back.jpg"
MPPAK881-BLK-L,Bikini,MPPAK881,7,"Male_Power\PAK881BK.jpg","Male_Power\PAK881BK_Back.jpg"
MPPAK881-BLK-M,Bikini,MPPAK881,7,"Male_Power\PAK881BK.jpg","Male_Power\PAK881BK_Back.jpg"
MPPAK881-BLK-S,Bikini,MPPAK881,7,"Male_Power\PAK881BK.jpg","Male_Power\PAK881BK_Back.jpg"
MPPAK881-BLK-XL,Bikini,MPPAK881,5,"Male_Power\PAK881BK.jpg","Male_Power\PAK881BK_Back.jpg"
MPPAK882-BLK-S/M,Thong,MPPAK882,3,"Male_Power\PAK882BK.jpg","Male_Power\PAK882BK_Back.jpg"
MPPAK882-WHT-L/XL,Thong,MPPAK882,2,"Male_Power\PAK882WH.jpg","Male_Power\PAK882WH_Back.jpg"
MPPAK882-WHT-S/M,Thong,MPPAK882,1,"Male_Power\PAK882WH.jpg","Male_Power\PAK882WH_Back.jpg"
MPPAK882-BLK-L/XL,Thong,MPPAK882,3,"Male_Power\PAK882BK.jpg","Male_Power\PAK882BK_Back.jpg"
MPPAK883-BLK-L,Brief,MPPAK883,5,"Male_Power\PAK883BK.jpg","Male_Power\PAK883BK_Back.jpg"
MPPAK883-BLK-M,Brief,MPPAK883,5,"Male_Power\PAK883BK.jpg","Male_Power\PAK883BK_Back.jpg"
MPPAK883-BLK-S,Brief,MPPAK883,6,"Male_Power\PAK883BK.jpg","Male_Power\PAK883BK_Back.jpg"
MPPAK883-BLK-XL,Brief,MPPAK883,1,"Male_Power\PAK883BK.jpg","Male_Power\PAK883BK_Back.jpg"
MPPAK883-WHT-L,Brief,MPPAK883,1,"Male_Power\PAK883WH.jpg","Male_Power\PAK883WH_Back.jpg"
MPPAK883-WHT-M,Brief,MPPAK883,3,"Male_Power\PAK883WH.jpg","Male_Power\PAK883WH_Back.jpg"
MPPAK883-WHT-S,Brief,MPPAK883,3,"Male_Power\PAK883WH.jpg","Male_Power\PAK883WH_Back.jpg"
MPPAK883-WHT-XL,Brief,MPPAK883,3,"Male_Power\PAK883WH.jpg","Male_Power\PAK883WH_Back.jpg"
MPPAK884-BLK-L,Thong,MPPAK884,5,"Male_Power\PAK884BK.jpg","Male_Power\PAK884BK_Back.jpg"
MPPAK884-BLK-M,Thong,MPPAK884,7,"Male_Power\PAK884BK.jpg","Male_Power\PAK884BK_Back.jpg"
MPPAK884-BLK-S,Thong,MPPAK884,6,"Male_Power\PAK884BK.jpg","Male_Power\PAK884BK_Back.jpg"
MPPAK884-BLK-XL,Thong,MPPAK884,7,"Male_Power\PAK884BK.jpg","Male_Power\PAK884BK_Back.jpg"
MPPAK884-WHT-L,Thong,MPPAK884,2,"Male_Power\PAK884WH.jpg","Male_Power\PAK884WH_Back.jpg"
MPPAK884-WHT-S,Thong,MPPAK884,1,"Male_Power\PAK884WH.jpg","Male_Power\PAK884WH_Back.jpg"
MPPAK884-WHT-XL,Thong,MPPAK884,2,"Male_Power\PAK884WH.jpg","Male_Power\PAK884WH_Back.jpg"
MPPAK885-BLK-L,Shorts,MPPAK885,6,"Male_Power\PAK885BK.jpg","Male_Power\PAK885BK_Back.jpg"
MPPAK885-BLK-M,Shorts,MPPAK885,7,"Male_Power\PAK885BK.jpg","Male_Power\PAK885BK_Back.jpg"
MPPAK885-BLK-S,Shorts,MPPAK885,4,"Male_Power\PAK885BK.jpg","Male_Power\PAK885BK_Back.jpg"
MPPAK885-BLK-XL,Shorts,MPPAK885,5,"Male_Power\PAK885BK.jpg","Male_Power\PAK885BK_Back.jpg"
MPPAK885-WHT-L,Shorts,MPPAK885,2,"Male_Power\PAK885WH.jpg","Male_Power\PAK885WH_Back.jpg"
MPPAK885-WHT-M,Shorts,MPPAK885,2,"Male_Power\PAK885WH.jpg","Male_Power\PAK885WH_Back.jpg"
MPPAK885-WHT-S,Shorts,MPPAK885,2,"Male_Power\PAK885WH.jpg","Male_Power\PAK885WH_Back.jpg"
MPPAK885-WHT-XL,Shorts,MPPAK885,2,"Male_Power\PAK885WH.jpg","Male_Power\PAK885WH_Back.jpg"
MPPAK890-BLK-L/XL,Loungewear,MPPAK890,4,"Male_Power\PAK890BK.jpg","Male_Power\PAK890BK_Back.jpg"
MPPAK890-BLK-S/M,Loungewear,MPPAK890,3,"Male_Power\PAK890BK.jpg","Male_Power\PAK890BK_Back.jpg"
MPPAK890-ROY-S/M,Loungewear,MPPAK890,1,"Male_Power\PAK890RO.jpg","Male_Power\PAK890RO_Back.jpg"
MPPAK890-WHT-S/M,Loungewear,MPPAK890,3,"Male_Power\PAK890WH.jpg","Male_Power\PAK890WH_Back.JPG"
MPPAK890-WHT-L/XL,Loungewear,MPPAK890,2,"Male_Power\PAK890WH.jpg","Male_Power\PAK890WH_Back.JPG"
MPPAK891-ORG-OS,Bondage,MPPAK891,3,"Male_Power\PAK891OR.jpg","Male_Power\PAK891OR_Back.jpg"
MPPAK891-BLK-OS,Bondage,MPPAK891,0,"Male_Power\PAK891BK.jpg","Male_Power\PAK891BK_Back.jpg"
MPSMS003-WHT-OS,Shorts,MPSMS003,1,"Male_Power\SMS003WHT.jpg"
MPSMS004-WHT-OS,Shorts,MPSMS004,2,"Male_Power\SMS004WHT.jpg"
MPSMS004-BLK-OS,Shorts,MPSMS004,3,"Male_Power\SMS004.jpg","Male_Power\SMS004_Back.jpg"
MPSMS006-WNE-S,Shorts,MPSMS006,4,"Male_Power\SMS006WI.jpg","Male_Power\SMS006WI_Back.jpg"
MPSMS006-WNE-L,Shorts,MPSMS006,1,"Male_Power\SMS006WI.jpg","Male_Power\SMS006WI_Back.jpg"
MPSMS006-WNE-XL,Shorts,MPSMS006,1,"Male_Power\SMS006WI.jpg","Male_Power\SMS006WI_Back.jpg"
MPSMS007-BLK-L/XL,Thong,MPSMS007,5,"Male_Power\SMS007BK.jpg","Male_Power\SMS007BK_Back.jpg"
MPSMS007-BLK-S/M,Thong,MPSMS007,4,"Male_Power\SMS007BK.jpg","Male_Power\SMS007BK_Back.jpg"
MPSMS007-WNE-S/M,Thong,MPSMS007,5,"Male_Power\SMS007WI.jpg","Male_Power\SMS007WI_Back.jpg"
MPSMS007-WNE-L/XL,Thong,MPSMS007,6,"Male_Power\SMS007WI.jpg","Male_Power\SMS007WI_Back.jpg"
MPSMS008-CAM-S,Shorts,MPSMS008,10,"Male_Power\SMS008OD.jpg","Male_Power\SMS008OD_Back.jpg"
MPSMS008-CAM-M,Shorts,MPSMS008,10,"Male_Power\SMS008OD.jpg","Male_Power\SMS008OD_Back.jpg"
MPSMS008-CAM-L,Shorts,MPSMS008,11,"Male_Power\SMS008OD.jpg","Male_Power\SMS008OD_Back.jpg"
MPSMS008-CAM-XL,Shorts,MPSMS008,11,"Male_Power\SMS008OD.jpg","Male_Power\SMS008OD_Back.jpg"
MPSMS009-CAM-S/M,Thong,MPSMS009,3,"Male_Power\SMS009OD.jpg","Male_Power\SMS009OD_Back.jpg"
MPSMS010-CAM-S,Loungewear,MPSMS010,2,"Male_Power\SMS010CM.jpg","Male_Power\SMS010CM_Back.jpg"
MPSMS010-CAM-M,Loungewear,MPSMS010,2,"Male_Power\SMS010CM.jpg","Male_Power\SMS010CM_Back.jpg"
MPSMS010-CAM-L,Loungewear,MPSMS010,2,"Male_Power\SMS010CM.jpg","Male_Power\SMS010CM_Back.jpg"
MPSMS010-CAM-XL,Loungewear,MPSMS010,1,"Male_Power\SMS010CM.jpg","Male_Power\SMS010CM_Back.jpg"
MP102213-GRY-M,Loungewear,MP102213,2,"Male_Power\102213GY"
MP102213-GRY-S,Loungewear,MP102213,2,"Male_Power\102213GY"
MP102213-GRY-XL,Loungewear,MP102213,2,"Male_Power\102213GY"
MP140206-SLV-L,Brief,MP140206,2,"Male_Power\140206SI"
MP140206-SLV-M,Brief,MP140206,4,"Male_Power\140206SI"
MP140206-SLV-S,Brief,MP140206,3,"Male_Power\140206SI"
MP140206-SLV-XL,Brief,MP140206,1,"Male_Power\140206SI"
MP140206-COP-L,Brief,MP140206,1,"Male_Power\140206CP"
MP143189-RED/BLK-L,Boxer,MP143189,1,"Male_Power\143189RE"
MP143189-RED/BLK-M,Boxer,MP143189,1,"Male_Power\143189RE"
MP143189-RED/BLK-XL,Boxer,MP143189,1,"Male_Power\143189RE"
MP143189-SEA/BLK-XL,Boxer,MP143189,2,"Male_Power\143189SI"
MP144173-WHT/BLK-SM,Boxer,MP144173,1,"Male_Power\144173WB"
MP145210-GRN-L,Boxer,MP145210,2,"Male_Power\145210GN"
MP145210-GRN-M,Boxer,MP145210,1,"Male_Power\145210GN"
MP145210-GRN-S,Boxer,MP145210,3,"Male_Power\145210GN"
MP145210-GRN-XL,Boxer,MP145210,2,"Male_Power\145210GN"
MP145210-BGE-L,Boxer,MP145210,5,"Male_Power\145210BE"
MP145210-BGE-M,Boxer,MP145210,1,"Male_Power\145210BE"
MP145210-BGE-XL,Boxer,MP145210,1,"Male_Power\145210BE"
MP150054-RED-L,Boxer,MP150054,2,"Male_Power\150054RE"
MP150054-RED-XL,Boxer,MP150054,2,"Male_Power\150054RE"
MP150054-BLK-L,Boxer,MP150054,1,"Male_Power\150054BK"
MP150054-BLK-XL,Boxer,MP150054,3,"Male_Power\150054BK"
MS6887-BLK-M,Boxer,MS6887,1,"Magic Silk\6887BLK"
MP153204-BLK-S,Shorts,MP153204,2,"Male_Power\153204BK.jpg","Male_Power\153204BK_Back.jpg"
MP153204-BLK-M,Shorts,MP153204,1,"Male_Power\153204BK.jpg","Male_Power\153204BK_Back.jpg"
MP153204-BLK-L,Shorts,MP153204,2,"Male_Power\153204BK.jpg","Male_Power\153204BK_Back.jpg"
MP153204-BLK-XL,Shorts,MP153204,3,"Male_Power\153204BK.jpg","Male_Power\153204BK_Back.jpg"
MP153204-TAN-S,Shorts,MP153204,3,"Male_Power\153204TN.jpg","Male_Power\153204TN_Back.jpg"
MP153204-TAN-M,Shorts,MP153204,3,"Male_Power\153204TN.jpg","Male_Power\153204TN_Back.jpg"
MP153204-TAN-L,Shorts,MP153204,1,"Male_Power\153204TN.jpg","Male_Power\153204TN_Back.jpg"
MP153204-TAN-XL,Shorts,MP153204,3,"Male_Power\153204TN.jpg","Male_Power\153204TN_Back.jpg"
MP102171-BLK-L,Loungewear,MP102171,2,"Male_Power\102171_188171BK.jpg"
MP102171-BLK-M,Loungewear,MP102171,2,"Male_Power\102171_188171BK.jpg"
MP102171-BLK-S,Loungewear,MP102171,2,"Male_Power\102171_188171BK.jpg"
MP102171-BLK-XL,Loungewear,MP102171,2,"Male_Power\102171_188171BK.jpg"
MP126231-BLK-L,Shorts,MP126231,3,"Male_Power\126231BK.jpg","Male_Power\126231BK_Back.jpg"
MP126231-BLK-M,Shorts,MP126231,2,"Male_Power\126231BK.jpg","Male_Power\126231BK_Back.jpg"
MP126231-BLK-S,Shorts,MP126231,3,"Male_Power\126231BK.jpg","Male_Power\126231BK_Back.jpg"
MP126231-BLK-XL,Shorts,MP126231,2,"Male_Power\126231BK.jpg","Male_Power\126231BK_Back.jpg"
MP127231-BLK-M,Shorts,MP127231,1,"Male_Power\127231BK.jpg","Male_Power\127231BK_Back.jpg"
MP127231-BLK-S,Shorts,MP127231,5,"Male_Power\127231BK.jpg","Male_Power\127231BK_Back.jpg"
MP127231-BLK-XL,Shorts,MP127231,3,"Male_Power\127231BK.jpg","Male_Power\127231BK_Back.jpg"
MP128231-BLK-M,Shorts,MP128231,3,"Male_Power\128231BK.jpg","Male_Power\128231BK_Back.jpg"
MP128231-BLK-XL,Shorts,MP128231,3,"Male_Power\128231BK.jpg","Male_Power\128231BK_Back.jpg"
MP138225-PUR/BLK-S,Shorts,MP138225,6,"Male_Power\138225BP.jpg","Male_Power\138225BP_Back.jpg"
MP138225-PUR/BLK-M,Shorts,MP138225,4,"Male_Power\138225BP.jpg","Male_Power\138225BP_Back.jpg"
MP138225-PUR/BLK-L,Shorts,MP138225,6,"Male_Power\138225BP.jpg","Male_Power\138225BP_Back.jpg"
MP138225-PUR/BLK-XL,Shorts,MP138225,6,"Male_Power\138225BP.jpg","Male_Power\138225BP_Back.jpg"
MP139221-BLK/GRN-S,Shorts,MP139221,3,"Male_Power\139221BG.jpg","Male_Power\139221BG_Back.jpg"
MP139221-BLK/GRN-M,Shorts,MP139221,3,"Male_Power\139221BG.jpg","Male_Power\139221BG_Back.jpg"
MP139221-BLK/GRN-L,Shorts,MP139221,3,"Male_Power\139221BG.jpg","Male_Power\139221BG_Back.jpg"
MP139221-BLK/GRN-XL,Shorts,MP139221,3,"Male_Power\139221BG.jpg","Male_Power\139221BG_Back.jpg"
MP139221-TRQ/YEL-S,Shorts,MP139221,2,"Male_Power\139221TY.jpg","Male_Power\139221TY_Back.jpg"
MP139221-TRQ/YEL-L,Shorts,MP139221,2,"Male_Power\139221TY.jpg","Male_Power\139221TY_Back.jpg"
MP139221-TRQ/YEL-XL,Shorts,MP139221,2,"Male_Power\139221TY.jpg","Male_Power\139221TY_Back.jpg"
MP141230-TRQ/BLK-L,Shorts,MP141230,2,"Male_Power\141230TB.jpg","Male_Power\141230TB_Back.jpg"
MP141230-TRQ/BLK-M,Shorts,MP141230,2,"Male_Power\141230TB.jpg","Male_Power\141230TB_Back.jpg"
MP141230-TRQ/BLK-S,Shorts,MP141230,2,"Male_Power\141230TB.jpg","Male_Power\141230TB_Back.jpg"
MP141230-TRQ/BLK-XL,Shorts,MP141230,1,"Male_Power\141230TB.jpg","Male_Power\141230TB_Back.jpg"
MP142202-BLK/GRY-S,Shorts,MP142202,3,"Male_Power\142202BR.jpg","Male_Power\142202BR_Back.jpg"
MP142202-BLK/GRY-M,Shorts,MP142202,3,"Male_Power\142202BR.jpg","Male_Power\142202BR_Back.jpg"
MP142202-BLK/GRY-L,Shorts,MP142202,3,"Male_Power\142202BR.jpg","Male_Power\142202BR_Back.jpg"
MP142202-BLK/GRY-XL,Shorts,MP142202,3,"Male_Power\142202BR.jpg","Male_Power\142202BR_Back.jpg"
MP142202-TRQ/BLK-S,Shorts,MP142202,2,"Male_Power\142202TB.jpg","Male_Power\142202TB_Back.jpg"
MP142202-TRQ/BLK-M,Shorts,MP142202,2,"Male_Power\142202TB.jpg","Male_Power\142202TB_Back.jpg"
MP142202-TRQ/BLK-L,Shorts,MP142202,2,"Male_Power\142202TB.jpg","Male_Power\142202TB_Back.jpg"
MP142202-TRQ/BLK-XL,Shorts,MP142202,2,"Male_Power\142202TB.jpg","Male_Power\142202TB_Back.jpg"
MP145192-BLK-M,Shorts,MP145192,1,"Male_Power\145192BK.jpg","Male_Power\145192BK_Back.jpg"
MP145192-BLK-S,Shorts,MP145192,1,"Male_Power\145192BK.jpg","Male_Power\145192BK_Back.jpg"
MP145192-BLK-XL,Shorts,MP145192,1,"Male_Power\145192BK.jpg","Male_Power\145192BK_Back.jpg"
MP145192-BLK-L,Shorts,MP145192,1,"Male_Power\145192BK.jpg","Male_Power\145192BK_Back.jpg"
MP145192-OLI-L,Shorts,MP145192,2,"Male_Power\145192OL.jpg","Male_Power\145192OL_Back.jpg"
MP145192-OLI-M,Shorts,MP145192,2,"Male_Power\145192OL.jpg","Male_Power\145192OL_Back.jpg"
MP145192-OLI-S,Shorts,MP145192,2,"Male_Power\145192OL.jpg","Male_Power\145192OL_Back.jpg"
MP145192-OLI-XL,Shorts,MP145192,1,"Male_Power\145192OL.jpg","Male_Power\145192OL_Back.jpg"
MP145192-WHT-M,Shorts,MP145192,1,"Male_Power\145192WH.jpg","Male_Power\145192WH_Back.jpg"
MP145192-WHT-S,Shorts,MP145192,1,"Male_Power\145192WH.jpg","Male_Power\145192WH_Back.jpg"
MP145192-WHT-XL,Shorts,MP145192,1,"Male_Power\145192WH.jpg","Male_Power\145192WH_Back.jpg"
MP145211-GRY-L,Shorts,MP145211,2,"Male_Power\145211GY_1.jpg","Male_Power\145211GY_Back.jpg"
MP145211-GRY-XL,Shorts,MP145211,2,"Male_Power\145211GY_1.jpg","Male_Power\145211GY_Back.jpg"
MP145224-BLK/GLD-S,Shorts,MP145224,3,"Male_Power\145224BD_1.jpg","Male_Power\145224BD_Back.jpg"
MP145224-BLK/GLD-M,Shorts,MP145224,3,"Male_Power\145224BD.jpg","Male_Power\145224BD_Back.jpg"
MP145224-BLK/GLD-L,Shorts,MP145224,4,"Male_Power\145224BD.jpg","Male_Power\145224BD_Back.jpg"
MP145224-BLK/GLD-XL,Shorts,MP145224,2,"Male_Power\145224BD.jpg","Male_Power\145224BD_Back.jpg"
MP146217-GRY-M,Shorts,MP146217,1,"Male_Power\146217GY.jpg","Male_Power\146217GY_Back.jpg"
MP147218-BLK-S,Shorts,MP147218,4,"Male_Power\147218BK.jpg","Male_Power\147218BK_Back.jpg"
MP147218-BLK-M,Shorts,MP147218,3,"Male_Power\147218BK.jpg","Male_Power\147218BK_Back.jpg"
MP147218-BLK-L,Shorts,MP147218,3,"Male_Power\147218BK.jpg","Male_Power\147218BK_Back.jpg"
MP147218-BLK-XL,Shorts,MP147218,4,"Male_Power\147218BK.jpg","Male_Power\147218BK_Back.jpg"
MP150157-BLK-M,Shorts,MP150157,2,"Male_Power\150157BK.jpg","Male_Power\150157BK_Back.jpg"
MP150157-BLK-S,Shorts,MP150157,2,"Male_Power\150157BK.jpg","Male_Power\150157BK_Back.jpg"
MP150157-RED-S,Shorts,MP150157,1,"Male_Power\150157RE_2.jpg","Male_Power\150157RE_Back.jpg"
MP150157-RED-M,Shorts,MP150157,2,"Male_Power\150157RE_2.jpg","Male_Power\150157RE_Back.jpg"
MP150157-RED-L,Shorts,MP150157,2,"Male_Power\150157RE_2.jpg","Male_Power\150157RE_Back.jpg"
MP150157-RED-XL,Shorts,MP150157,1,"Male_Power\150157RE_2.jpg","Male_Power\150157RE_Back.jpg"
MP150171-BLK-L,Shorts,MP150171,6,"Male_Power\150171BK.jpg","Male_Power\150171BK_Back.jpg"
MP150171-BLK-M,Shorts,MP150171,5,"Male_Power\150171BK.jpg","Male_Power\150171BK_Back.jpg"
MP150171-BLK-S,Shorts,MP150171,6,"Male_Power\150171BK.jpg","Male_Power\150171BK_Back.jpg"
MP150171-BLK-XL,Shorts,MP150171,6,"Male_Power\150171BK.jpg","Male_Power\150171BK_Back.jpg"
MP150171-TEA-M,Shorts,MP150171,1,"Male_Power\150171BE.jpg","Male_Power\150171BE_Back.jpg"
MP150197-BLK-L,Boxer,MP150197,2,"Male_Power\150197BK"
MP150197-BLK-S,Boxer,MP150197,1,"Male_Power\150197BK"
MP150197-BLU-M,Boxer,MP150197,1,"Male_Power\150197BE"
MP150197-BLU-S,Boxer,MP150197,2,"Male_Power\150197BE"
MP150198-GRY-L,Shorts,MP150198,1,"Male_Power\150198GY.jpg","Male_Power\150198GY_Back.jpg"
MP150198-GRY-S,Shorts,MP150198,1,"Male_Power\150198GY.jpg","Male_Power\150198GY_Back.jpg"
MP150198-GRY-XL,Shorts,MP150198,1,"Male_Power\150198GY.jpg","Male_Power\150198GY_Back.jpg"
MP150208-YEL-L,Boxer,MP150208,4,"Male_Power\150208YG"
MP150208-YEL-M,Boxer,MP150208,3,"Male_Power\150208YG"
MP150208-YEL-S,Boxer,MP150208,2,"Male_Power\150208YG"
MP150208-YEL-XL,Boxer,MP150208,4,"Male_Power\150208YG"
MP150208-MNT/GRY-S,Boxer,MP150208,1,"Male_Power\150208MG"
MP150227-BLK-S,Shorts,MP150227,2,"Male_Power\150227BK.jpg","Male_Power\150227BK_Back.jpg"
MP150227-BLK-L,Shorts,MP150227,1,"Male_Power\150227BK.jpg","Male_Power\150227BK_Back.jpg"
MP150227-BLK-XL,Shorts,MP150227,1,"Male_Power\150227BK.jpg","Male_Power\150227BK_Back.jpg"
MP150227-RED-S,Shorts,MP150227,2,"Male_Power\150227RE.jpg","Male_Power\150227RE_Back.jpg"
MP150227-TRQ-S,Shorts,MP150227,1,"Male_Power\150227BE.jpg","Male_Power\150227BE_Back.jpg"
MP150227-TRQ-M,Shorts,MP150227,1,"Male_Power\150227BE.jpg","Male_Power\150227BE_Back.jpg"
MP150227-TRQ-L,Shorts,MP150227,2,"Male_Power\150227BE.jpg","Male_Power\150227BE_Back.jpg"
MP150227-TRQ-XL,Shorts,MP150227,2,"Male_Power\150227BE.jpg","Male_Power\150227BE_Back.jpg"
MP150228-WHT-S,Shorts,MP150228,1,"Male_Power\150228WH.jpg","Male_Power\150228WH_Back.jpg"
MP151171-TEA-M,Boxer,MP151171,2,"Male_Power\151171TE.jpg"
MP151171-TEA-L,Boxer,MP151171,1,"Male_Power\151171TE.jpg"
MP151171-TEA-S,Boxer,MP151171,2,"Male_Power\151171TE.jpg"
MP151171-TEA-XL,Boxer,MP151171,2,"Male_Power\151171TE.jpg"
MP152220-BLK/RED-S,Shorts,MP152220,3,"Male_Power\152220BR.jpg","Male_Power\152220BR_Back.jpg"
MP152220-BLK/RED-M,Shorts,MP152220,2,"Male_Power\152220BR.jpg","Male_Power\152220BR_Back.jpg"
MP152220-BLK/RED-L,Shorts,MP152220,2,"Male_Power\152220BR.jpg","Male_Power\152220BR_Back.jpg"
MP152220-BLK/RED-XL,Shorts,MP152220,2,"Male_Power\152220BR.jpg","Male_Power\152220BR_Back.jpg"
MP152220-GRY/NVY-S,Shorts,MP152220,6,"Male_Power\152220NV.jpg","Male_Power\152220NV_Back.jpg"
MP152220-GRY/NVY-M,Shorts,MP152220,2,"Male_Power\152220NV.jpg","Male_Power\152220NV_Back.jpg"
MP152220-GRY/NVY-L,Shorts,MP152220,2,"Male_Power\152220NV.jpg","Male_Power\152220NV_Back.jpg"
MP152220-GRY/NVY-XL,Shorts,MP152220,2,"Male_Power\152220NV.jpg","Male_Power\152220NV_Back.jpg"
